group,variable,value
A,v3,1
A,v2,0
A,v4,4
A,v5,0
A,v7,3
A,v6,2
A,v1,0
A,v10,1
A,v9,2
B,v1,1
B,v3,1
B,v2,0
B,v5,1
B,v4,1
B,v7,3
B,v8,1
B,v6,1
B,v10,0
C,v1,2
B,v9,0
C,v3,4
C,v5,0
C,v6,1
C,v2,4
A,v8,2
C,v8,4
C,v4,1
C,v10,2
C,v9,5
D,v2,3
C,v7,3
D,v1,1
D,v5,1
D,v6,0
D,v7,2
D,v4,1
D,v9,1
D,v10,0
D,v8,5
E,v3,3
E,v2,0
E,v1,0
D,v3,1
E,v6,2
E,v4,1
E,v5,3
E,v8,6
E,v10,0
F,v1,1
E,v7,3
F,v4,1
E,v9,2
F,v3,3
F,v2,3
F,v7,0
F,v5,2
F,v6,1
F,v10,0
G,v1,0
F,v9,0
F,v8,1
G,v4,3
G,v3,0
G,v6,2
G,v8,2
G,v5,1
G,v2,1
G,v10,2
G,v7,2
H,v1,6
G,v9,1
H,v4,1
H,v5,2
H,v6,2
H,v2,4
H,v7,8
H,v9,0
H,v10,0
H,v8,0
I,v2,0
H,v3,2
I,v1,1
I,v3,0
I,v5,0
I,v4,0
I,v8,1
I,v6,0
I,v9,0
I,v7,0
I,v10,0
J,v1,0
J,v2,
