group,variable,value
A,v1,31
A,v3,21
A,v5,23
A,v2,35
A,v6,30
A,v7,34
A,v9,26
A,v10,32
B,v1,53
B,v2,46
B,v3,53
A,v8,38
B,v4,33
B,v6,18
B,v7,40
A,v4,21
B,v5,43
B,v10,144
C,v1,15
B,v9,37
C,v2,31
C,v3,38
C,v5,23
C,v4,36
C,v6,33
C,v7,19
B,v8,58
C,v10,27
C,v9,27
D,v1,49
D,v3,20
D,v4,54
D,v5,26
C,v8,27
D,v2,35
D,v6,34
D,v7,29
D,v10,48
D,v8,37
E,v1,19
D,v9,34
E,v4,32
E,v5,21
E,v3,23
E,v6,53
E,v8,25
E,v9,27
E,v10,40
E,v2,80
E,v7,28
F,v4,48
F,v3,48
F,v1,31
F,v2,53
F,v7,34
F,v9,35
F,v10,26
F,v8,28
F,v6,32
G,v2,32
G,v3,41
F,v5,34
G,v5,71
G,v6,41
G,v7,33
G,v1,33
G,v8,28
G,v10,26
H,v1,24
G,v9,46
H,v3,25
H,v4,28
G,v4,22
H,v5,29
H,v8,53
H,v6,36
H,v9,32
H,v10,34
H,v2,27
I,v1,29
I,v4,28
I,v2,71
I,v3,29
H,v7,50
I,v7,33
I,v8,40
I,v6,23
I,v10,63
I,v9,18
I,v5,34
J,v2,56
J,v1,20
J,v5,20
J,v4,28
J,v3,22
J,v6,37
J,v9,16
J,v7,43
J,v10,24
K,v2,47
K,v1,33
K,v3,25
K,v5,32
K,v4,32
K,v6,33
J,v8,26
K,v8,29
K,v7,23
K,v10,44
K,v9,27
L,v1,19
L,v2,30
L,v4,57
L,v3,55
L,v5,
