group,variable,value
A,v3,21
A,v2,38
A,v6,20
A,v5,18
A,v8,19
A,v9,24
A,v10,31
A,v7,22
B,v1,30
B,v4,31
B,v5,25
B,v2,24
B,v3,30
B,v7,30
A,v4,37
B,v9,29
B,v10,39
B,v6,17
C,v1,48
B,v8,58
C,v5,29
C,v3,26
C,v2,21
C,v7,23
C,v8,25
C,v4,18
C,v9,33
C,v10,37
D,v2,23
D,v3,25
C,v6,21
D,v4,16
D,v6,124
D,v7,40
D,v5,27
D,v8,27
D,v10,22
E,v1,25
D,v9,21
E,v3,22
D,v1,29
E,v4,26
E,v6,21
E,v7,21
E,v5,16
E,v8,25
E,v10,50
F,v1,51
E,v2,23
F,v2,36
F,v4,19
F,v5,25
F,v3,29
E,v9,18
F,v8,26
F,v9,26
F,v10,40
F,v7,23
G,v1,29
F,v6,42
G,v3,29
G,v4,34
G,v6,25
G,v8,39
G,v2,49
G,v10,37
G,v9,28
H,v2,23
G,v7,36
G,v5,28
H,v4,28
H,v1,20
H,v3,74
H,v6,24
H,v7,68
H,v5,29
I,v1,23
H,v10,39
H,v8,45
H,v9,27
I,v4,26
I,v5,32
I,v3,25
I,v6,31
I,v8,34
I,v9,35
I,v10,25
I,v2,53
I,v7,37
J,v2,19
J,v1,16
J,v5,30
J,v4,28
J,v7,39
J,v6,37
J,v3,43
J,v10,34
J,v8,39
J,v9,22
K,v3,29
K,v1,19
K,v5,29
K,v2,32
K,v7,32
K,v4,52
K,v9,19
K,v6,68
K,v10,24
L,v2,35
K,v8,30
L,v3,29
L,v1,33
L,v6,16
L,v4,26
L,v7,34
L,v5,29
L,v8,30
L,v9,
