group,variable,value
A,v1,1
A,v2,0
A,v3,3
A,v4,0
A,v7,0
A,v6,0
A,v9,1
A,v8,0
A,v10,0
A,v5,1
B,v3,3
B,v2,0
B,v5,8
B,v4,4
B,v7,3
B,v8,3
B,v6,2
B,v10,3
C,v1,0
C,v2,2
B,v9,4
C,v3,2
B,v1,1
C,v5,0
C,v6,0
C,v8,0
C,v7,1
C,v10,1
D,v1,1
D,v3,0
D,v2,0
C,v4,1
D,v5,0
C,v9,1
D,v7,1
D,v6,0
D,v4,1
D,v10,0
E,v1,1
D,v8,0
E,v2,0
E,v4,0
E,v3,0
D,v9,0
E,v7,3
E,v5,2
E,v6,3
E,v10,2
E,v8,1
E,v9,0
F,v1,0
F,v4,1
F,v3,0
F,v6,1
F,v5,0
F,v8,1
F,v9,0
F,v10,3
G,v1,1
G,v2,3
G,v3,3
F,v2,0
F,v7,0
G,v6,2
G,v7,0
G,v5,1
G,v4,0
G,v10,1
G,v9,1
G,v8,0
H,v3,4
H,v4,10
H,v5,0
H,v1,0
H,v2,1
H,v7,1
H,v9,4
H,v10,7
H,v6,3
H,v8,1
I,v1,7
I,v2,5
I,v3,0
I,v5,2
I,v6,4
I,v4,1
I,v8,9
I,v10,8
I,v7,2
J,v1,4
J,v2,0
J,v4,4
J,v5,2
I,v9,4
J,v3,6
J,v8,0
J,v7,3
J,v10,2
J,v6,3
K,v1,1
K,v2,2
K,v3,8
K,v4,6
J,v9,1
K,v7,2
K,v5,1
K,v6,3
K,v9,1
K,v10,1
L,v1,1
K,v8,1
L,v3,
L,v2,0
