group,variable,value
A,v2,33
A,v3,34
A,v1,66
A,v4,21
A,v6,40
A,v5,30
A,v9,25
A,v10,30
B,v1,38
B,v2,30
B,v3,20
A,v7,37
A,v8,22
B,v6,18
B,v7,25
B,v8,24
B,v9,31
B,v10,25
B,v4,27
C,v2,21
C,v3,31
C,v4,36
B,v5,35
C,v1,19
C,v5,35
C,v8,26
C,v9,18
C,v10,43
C,v7,30
C,v6,31
D,v3,25
D,v4,42
D,v1,47
D,v6,19
D,v5,38
D,v8,47
D,v2,25
E,v1,46
D,v9,28
D,v10,27
E,v3,34
E,v2,30
D,v7,44
E,v6,20
E,v7,32
E,v8,26
E,v9,25
E,v5,30
E,v10,31
E,v4,30
F,v1,33
F,v4,43
F,v5,32
F,v3,44
F,v7,156
F,v2,72
F,v9,39
F,v10,18
F,v8,26
F,v6,52
G,v4,103
G,v3,21
G,v5,41
G,v1,39
G,v2,26
G,v7,25
G,v9,54
G,v8,57
G,v10,32
H,v2,24
H,v1,36
G,v6,23
H,v5,25
H,v6,42
H,v4,20
H,v7,61
H,v8,34
H,v10,28
I,v1,21
H,v9,19
H,v3,26
I,v2,31
I,v3,29
I,v5,30
I,v4,38
I,v7,33
I,v6,26
I,v9,40
I,v8,40
J,v1,32
I,v10,36
J,v4,19
J,v3,25
J,v2,29
J,v7,18
J,v8,32
J,v6,31
J,v5,36
J,v10,32
K,v2,56
K,v1,24
K,v3,82
K,v5,42
J,v9,34
K,v6,28
K,v4,57
K,v8,22
K,v9,20
K,v10,18
K,v7,27
L,v3,41
L,v1,21
L,v5,43
L,v2,48
L,v6,23
L,v4,42
L,v8,33
L,v9,24
L,v7,20
L,v10,23
M,v1,18
M,v2,27
M,v3,
