group,variable,value
A,v1,30
A,v4,26
A,v5,32
A,v3,22
A,v2,28
A,v7,34
A,v9,42
A,v10,36
A,v6,24
B,v1,42
A,v8,35
B,v3,41
B,v4,57
B,v2,51
B,v7,26
B,v8,19
B,v10,24
B,v6,24
B,v9,28
C,v2,21
C,v1,32
C,v4,24
C,v3,21
C,v5,31
C,v7,21
C,v8,21
C,v6,33
C,v10,20
C,v9,22
B,v5,20
D,v3,37
D,v1,52
D,v2,29
D,v5,32
D,v4,45
D,v6,34
D,v9,32
D,v10,42
D,v8,22
E,v2,24
E,v3,37
D,v7,20
E,v4,36
E,v7,24
E,v5,28
E,v1,27
E,v8,36
E,v10,34
E,v6,30
F,v1,19
F,v2,28
F,v4,21
F,v3,45
E,v9,28
F,v5,26
F,v8,27
F,v9,32
F,v10,38
F,v7,26
G,v1,67
G,v3,29
G,v2,16
F,v6,35
G,v6,37
G,v7,17
G,v8,24
G,v5,24
G,v10,18
H,v1,25
G,v9,28
H,v2,24
H,v4,40
H,v5,33
G,v4,21
H,v7,60
H,v8,38
H,v3,21
H,v10,20
H,v6,22
I,v1,25
I,v3,20
I,v4,30
H,v9,35
I,v2,26
I,v7,20
I,v5,34
I,v6,20
I,v9,31
I,v8,23
J,v2,33
I,v10,27
J,v4,28
J,v3,22
J,v1,18
J,v5,18
J,v6,27
J,v8,36
J,v7,28
J,v9,42
J,v10,80
K,v2,30
K,v5,26
K,v1,35
K,v7,20
K,v6,42
K,v8,26
K,v4,24
K,v9,24
K,v10,20
K,v3,23
L,v1,23
L,v3,
L,v2,45
