group,variable,value
A,v1,1
A,v2,1
A,v3,0
A,v4,1
A,v5,0
A,v6,0
A,v7,1
A,v10,1
A,v8,2
B,v3,0
B,v1,2
B,v4,0
B,v5,1
A,v9,0
B,v6,0
B,v7,0
B,v9,1
B,v10,2
B,v2,0
C,v1,0
C,v2,1
C,v4,0
C,v5,0
B,v8,0
C,v3,0
C,v7,0
C,v6,1
C,v10,0
C,v8,0
D,v2,0
D,v3,1
D,v4,2
D,v1,0
D,v5,0
C,v9,1
D,v6,1
D,v9,2
D,v10,0
E,v2,5
D,v8,3
D,v7,0
E,v1,3
E,v5,7
E,v4,5
E,v3,4
E,v6,8
E,v7,2
E,v10,0
F,v1,4
F,v2,5
F,v3,11
E,v8,2
E,v9,5
F,v5,7
F,v7,6
F,v6,9
F,v9,10
F,v10,12
F,v8,6
F,v4,8
G,v1,6
G,v4,3
G,v5,2
G,v2,1
G,v3,1
G,v9,3
G,v8,0
G,v10,0
G,v7,1
H,v2,3
G,v6,3
H,v1,4
H,v3,7
H,v5,7
H,v7,0
H,v8,0
H,v6,3
H,v10,2
I,v1,4
I,v2,8
H,v4,2
I,v3,5
H,v9,2
I,v6,0
I,v4,1
I,v7,5
I,v5,3
I,v9,6
I,v10,2
J,v1,4
I,v8,4
J,v4,
J,v3,1
J,v2,1
