group,variable,value
A,v1,30
A,v3,28
A,v2,27
A,v4,38
A,v5,32
A,v8,36
A,v6,20
A,v10,25
A,v7,30
B,v2,36
B,v3,24
B,v1,52
A,v9,70
B,v6,23
B,v7,82
B,v8,22
B,v5,26
B,v10,32
C,v1,18
B,v9,33
C,v2,40
C,v4,23
C,v5,44
B,v4,20
C,v7,37
C,v8,29
C,v3,67
C,v10,39
D,v1,40
D,v2,46
C,v6,19
D,v3,31
D,v5,35
C,v9,54
D,v6,19
D,v4,30
D,v7,32
D,v10,35
E,v1,19
D,v8,32
E,v2,12
E,v4,20
E,v5,38
E,v3,49
D,v9,18
E,v8,20
E,v9,25
E,v10,24
F,v2,19
F,v1,20
E,v7,25
E,v6,27
F,v5,25
F,v6,23
F,v3,29
F,v7,42
F,v9,28
F,v10,27
G,v1,27
F,v4,39
F,v8,33
G,v2,24
G,v4,22
G,v6,28
G,v7,29
G,v5,32
G,v8,29
G,v10,26
H,v1,25
H,v3,118
H,v2,30
H,v4,40
H,v5,40
G,v9,21
H,v6,42
H,v8,26
H,v9,32
G,v3,21
H,v10,40
I,v2,50
H,v7,32
I,v3,30
I,v5,119
I,v4,40
I,v1,25
I,v7,28
I,v8,
I,v6,32
