group,variable,value
A,v1,1
A,v3,3
A,v2,0
A,v6,2
A,v7,3
A,v9,2
A,v8,1
A,v10,1
A,v5,2
B,v1,3
A,v4,2
B,v4,2
B,v5,9
B,v2,0
B,v7,7
B,v9,5
B,v8,1
B,v3,2
B,v10,4
B,v6,2
C,v1,0
C,v2,1
C,v4,0
C,v6,1
C,v3,0
C,v8,1
C,v5,1
C,v10,1
D,v1,1
D,v2,3
C,v9,2
C,v7,1
D,v4,1
D,v3,0
D,v5,1
D,v8,3
D,v9,1
D,v10,0
D,v6,1
E,v1,3
E,v3,0
D,v7,3
E,v4,0
E,v5,0
E,v2,0
E,v7,1
E,v9,2
F,v1,0
E,v10,4
E,v6,2
E,v8,1
F,v4,1
F,v2,1
F,v6,4
F,v7,6
F,v8,3
F,v3,0
F,v10,3
F,v9,6
G,v2,8
G,v1,6
G,v3,4
G,v5,2
G,v4,6
F,v5,4
G,v6,1
G,v7,3
G,v8,
