group,variable,value
A,v1,0
A,v3,0
A,v4,1
A,v7,1
A,v5,4
A,v8,3
A,v2,0
A,v10,4
A,v9,0
B,v2,0
B,v3,1
A,v6,0
B,v1,0
B,v6,2
B,v7,1
B,v8,6
B,v9,3
B,v10,1
C,v1,3
C,v2,1
B,v4,2
C,v5,3
C,v4,1
C,v3,1
C,v6,0
C,v8,4
C,v7,2
C,v9,4
C,v10,1
D,v2,0
D,v1,0
D,v3,0
D,v5,1
D,v6,0
D,v7,0
D,v4,0
D,v9,0
D,v10,1
D,v8,0
E,v2,0
B,v5,0
E,v1,1
E,v5,0
E,v6,1
E,v3,1
E,v7,0
E,v9,0
E,v10,0
F,v1,0
F,v2,2
E,v4,0
E,v8,3
F,v5,3
F,v4,0
F,v7,4
F,v6,5
F,v8,1
F,v10,0
F,v9,0
G,v1,2
G,v3,1
G,v4,0
G,v2,1
F,v3,0
G,v6,0
G,v5,0
G,v7,1
G,v10,1
G,v8,0
H,v2,1
H,v4,3
G,v9,4
H,v3,2
H,v6,1
H,v7,0
H,v1,3
H,v8,0
H,v10,2
I,v1,0
H,v9,2
H,v5,3
I,v3,1
I,v4,3
I,v5,0
I,v2,1
I,v7,2
I,v6,0
I,v9,4
I,v8,1
I,v10,3
J,v3,2
J,v2,9
J,v1,6
J,v5,1
J,v6,6
J,v4,2
J,v7,5
J,v9,5
J,v10,7
K,v2,5
K,v3,3
J,v8,6
K,v4,4
K,v5,6
K,v6,2
K,v7,8
K,v8,11
K,v10,6
L,v1,6
K,v9,10
L,v3,3
K,v1,5
L,v2,8
L,v5,1
L,v6,8
L,v8,2
L,v4,2
L,v10,2
M,v1,3
L,v9,0
M,v3,2
M,v2,1
M,v4,2
M,v7,0
M,v5,2
M,v8,0
M,v6,0
M,v10,0
M,v9,0
N,v1,0
N,v2,1
N,v3,1
N,v4,0
L,v7,3
N,v5,
