group,variable,value
A,v1,0
A,v3,3
A,v5,0
A,v2,0
A,v4,0
A,v6,0
A,v8,0
A,v9,3
A,v10,2
B,v2,1
B,v3,0
B,v1,0
B,v4,1
A,v7,2
B,v7,0
B,v8,2
B,v9,2
B,v10,6
C,v1,2
C,v2,0
B,v5,0
C,v3,2
C,v5,1
C,v4,2
C,v7,1
C,v6,5
C,v8,3
C,v10,0
D,v1,2
B,v6,0
C,v9,0
D,v5,0
D,v4,2
D,v3,0
D,v2,3
D,v8,2
D,v10,1
D,v6,2
D,v7,2
E,v1,1
E,v3,1
E,v4,2
E,v5,1
E,v2,0
E,v6,1
E,v7,0
D,v9,1
E,v10,7
F,v1,6
E,v9,2
F,v3,1
F,v4,0
E,v8,0
F,v5,0
F,v7,0
F,v8,0
F,v2,5
F,v10,0
G,v1,0
F,v9,0
G,v3,3
G,v4,6
G,v2,5
G,v6,3
G,v5,3
G,v8,2
G,v7,2
G,v10,6
H,v1,6
H,v2,5
F,v6,2
H,v4,1
H,v6,2
H,v3,9
G,v9,3
H,v5,2
H,v9,2
H,v10,0
I,v1,3
I,v2,4
H,v8,0
H,v7,0
I,v3,2
I,v5,0
I,v4,0
I,v8,0
I,v7,2
I,v10,2
I,v6,1
J,v2,6
J,v1,8
J,v4,4
I,v9,1
J,v7,2
J,v5,2
J,v6,1
J,v3,3
J,v10,7
K,v1,1
J,v8,3
J,v9,2
K,v2,0
K,v4,2
K,v5,1
K,v3,3
K,v7,1
K,v6,4
K,v9,2
K,v10,1
K,v8,0
L,v3,0
L,v1,2
L,v4,1
L,v2,1
L,v6,0
L,v7,0
L,v5,0
L,v10,2
L,v9,2
M,v1,1
L,v8,0
M,v4,0
M,v5,2
M,v3,0
M,v7,0
M,v2,3
M,v9,0
M,v8,0
M,v10,0
M,v6,0
N,v1,3
N,v2,
