group,variable,value
A,v1,46
A,v2,39
A,v3,26
A,v5,27
A,v7,31
A,v4,34
A,v6,29
A,v10,76
B,v1,33
A,v9,50
A,v8,74
B,v3,35
B,v5,32
B,v4,21
B,v6,24
B,v8,21
B,v9,32
B,v10,46
C,v1,20
C,v3,45
C,v2,34
B,v7,26
B,v2,28
C,v6,20
C,v7,29
C,v8,54
C,v9,33
C,v10,36
C,v4,46
C,v5,78
D,v3,30
D,v1,26
D,v4,26
D,v5,31
D,v7,16
D,v8,23
D,v9,19
D,v10,28
D,v2,20
E,v2,26
D,v6,46
E,v1,19
E,v4,53
E,v5,29
E,v6,43
E,v8,40
E,v7,53
E,v10,75
E,v3,22
F,v1,21
F,v3,21
F,v4,28
F,v5,29
F,v6,18
F,v2,20
F,v7,23
F,v10,27
F,v8,28
F,v9,32
E,v9,96
G,v4,27
G,v3,25
G,v2,78
G,v5,20
G,v7,32
G,v1,19
G,v9,41
G,v10,27
G,v6,26
H,v2,40
H,v3,17
G,v8,32
H,v6,21
H,v1,24
H,v7,24
H,v8,24
H,v5,16
H,v10,32
I,v1,23
I,v2,25
H,v4,28
I,v4,25
I,v6,31
I,v5,47
H,v9,32
I,v8,44
I,v7,44
I,v3,44
J,v1,28
I,v9,49
J,v2,22
I,v10,38
J,v5,22
J,v4,21
J,v6,27
J,v3,78
J,v8,24
J,v7,23
J,v10,26
K,v2,23
K,v3,24
J,v9,25
K,v5,22
K,v1,33
K,v4,29
K,v6,42
K,v7,26
K,v8,29
K,v9,
