group,variable,value
A,v1,24
A,v2,20
A,v4,155
A,v6,22
A,v5,26
A,v8,51
B,v1,31
A,v10,80
A,v7,23
B,v2,45
B,v3,32
B,v4,48
A,v3,66
B,v6,67
A,v9,33
B,v8,143
B,v9,30
B,v10,54
B,v7,22
C,v2,44
C,v4,40
C,v1,35
B,v5,48
C,v6,36
C,v8,29
C,v3,50
C,v5,41
C,v10,33
D,v2,120
C,v7,27
D,v3,59
D,v4,29
D,v1,36
C,v9,55
D,v7,31
D,v6,27
D,v9,22
D,v8,39
D,v10,18
E,v2,44
D,v5,33
E,v1,27
E,v5,34
E,v6,20
E,v3,16
E,v4,34
E,v10,34
E,v9,30
E,v8,36
F,v1,22
F,v3,50
F,v4,29
E,v7,49
F,v5,36
F,v7,23
F,v8,23
F,v9,21
F,v10,20
G,v1,19
G,v4,26
G,v3,26
G,v2,27
F,v6,20
F,v2,30
G,v6,27
G,v9,47
G,v7,29
G,v10,40
H,v1,50
H,v2,26
H,v3,48
G,v8,35
G,v5,24
H,v5,30
H,v7,31
H,v4,26
H,v8,34
H,v10,27
I,v1,29
I,v2,23
H,v9,33
I,v3,30
I,v4,30
I,v5,33
I,v7,86
H,v6,36
I,v8,42
I,v9,21
I,v6,30
J,v1,33
J,v2,32
I,v10,35
J,v5,28
J,v4,22
J,v6,20
J,v8,20
J,v3,20
J,v7,21
J,v10,25
K,v1,32
K,v2,22
J,v9,25
K,v3,31
K,v4,30
K,v5,
