group,variable,value
A,v1,0
A,v3,1
A,v2,1
A,v4,1
A,v5,0
A,v8,0
A,v9,0
A,v10,1
A,v6,0
B,v1,0
B,v3,0
B,v2,0
B,v5,0
B,v6,0
B,v4,0
B,v8,0
B,v9,0
B,v10,1
C,v1,1
C,v2,0
C,v3,0
C,v4,0
A,v7,0
C,v6,0
C,v7,0
C,v5,1
C,v10,4
C,v9,1
D,v1,4
B,v7,0
D,v3,1
D,v2,1
D,v6,1
D,v4,1
D,v8,0
D,v7,1
D,v5,0
D,v10,1
E,v1,0
E,v2,0
C,v8,0
E,v3,2
D,v9,0
E,v6,1
E,v7,5
E,v4,1
E,v8,2
E,v10,3
E,v5,1
E,v9,0
F,v3,5
F,v2,6
F,v4,1
F,v5,0
F,v7,0
F,v8,0
F,v1,4
F,v10,0
G,v1,2
G,v2,0
F,v9,0
G,v3,0
G,v5,1
G,v6,0
G,v4,1
G,v7,5
F,v6,0
G,v10,0
H,v1,2
G,v8,4
G,v9,0
H,v4,5
H,v3,0
H,v2,1
H,v7,0
H,v8,0
H,v6,7
H,v10,1
I,v1,2
I,v2,3
I,v3,4
H,v9,4
H,v5,1
I,v5,2
I,v4,4
I,v9,0
I,v8,2
I,v7,0
I,v10,0
I,v6,5
J,v1,11
J,v5,4
J,v4,8
J,v3,5
J,v2,7
J,v6,0
J,v9,1
J,v8,0
J,v10,0
J,v7,1
K,v1,0
K,v3,0
K,v2,0
K,v5,
K,v4,0
