group,variable,value
A,v2,36
A,v1,47
A,v5,27
A,v6,53
A,v7,16
A,v4,30
A,v9,35
A,v10,30
A,v8,41
A,v3,22
B,v4,20
B,v3,26
B,v2,40
B,v6,17
B,v7,23
B,v5,20
B,v1,25
B,v10,21
C,v1,19
B,v8,16
B,v9,18
C,v2,15
C,v3,18
C,v6,62
C,v5,58
C,v9,55
C,v8,27
C,v10,40
C,v7,21
D,v2,35
C,v4,42
D,v1,29
D,v3,23
D,v4,33
D,v7,26
D,v8,32
D,v6,52
D,v10,27
E,v1,33
E,v2,26
E,v3,38
E,v4,33
D,v5,23
E,v5,33
E,v7,24
E,v8,30
D,v9,16
E,v10,29
F,v1,33
E,v6,31
F,v2,72
E,v9,35
F,v5,30
F,v4,31
F,v7,22
F,v3,38
F,v8,25
F,v10,53
G,v1,43
F,v6,34
F,v9,22
G,v3,33
G,v2,23
G,v4,39
G,v7,28
G,v6,20
G,v10,36
G,v9,60
H,v1,26
G,v5,37
H,v2,52
G,v8,36
H,v4,28
H,v5,24
H,v7,16
H,v8,56
H,v9,28
H,v10,28
I,v1,23
H,v3,27
I,v2,54
I,v4,31
I,v3,23
H,v6,37
I,v6,15
I,v7,31
I,v9,29
I,v5,30
I,v8,22
J,v1,19
I,v10,32
J,v4,27
J,v3,40
J,v2,35
J,v6,43
J,v5,33
J,v7,72
J,v8,30
J,v9,
