group,variable,value
A,v1,0
A,v2,0
A,v5,1
A,v6,1
A,v4,0
A,v3,0
A,v9,1
A,v10,0
A,v7,3
A,v8,3
B,v3,4
B,v5,7
B,v2,2
B,v6,11
B,v7,6
B,v9,0
B,v4,7
B,v10,0
C,v1,2
C,v2,2
B,v8,0
B,v1,4
C,v5,2
C,v4,2
C,v9,1
C,v7,1
C,v10,1
C,v3,0
C,v6,3
D,v2,3
D,v3,0
C,v8,2
D,v1,3
D,v6,1
D,v4,3
D,v5,2
D,v9,0
D,v10,1
D,v7,2
D,v8,1
E,v2,2
E,v3,3
E,v5,4
E,v6,5
E,v4,2
E,v1,1
E,v8,2
E,v10,6
F,v1,6
E,v7,0
F,v2,6
F,v4,6
F,v5,4
E,v9,5
F,v6,3
F,v8,7
F,v9,2
F,v10,9
G,v1,3
F,v3,1
G,v2,1
G,v3,5
G,v5,7
G,v6,5
G,v4,9
G,v7,3
G,v8,3
G,v10,4
H,v1,1
G,v9,5
H,v2,2
H,v4,3
H,v5,4
H,v3,4
H,v6,2
H,v7,4
H,v9,5
H,v10,3
H,v8,2
I,v2,3
I,v1,6
I,v5,0
F,v7,5
I,v3,1
I,v6,0
I,v4,2
I,v8,5
I,v9,2
I,v10,1
J,v2,4
J,v3,1
J,v4,0
I,v7,2
J,v6,3
J,v5,1
J,v7,4
J,v8,5
J,v10,3
J,v1,0
K,v1,3
K,v2,1
K,v3,0
K,v4,3
K,v5,7
J,v9,1
K,v6,7
K,v8,6
K,v9,3
K,v7,6
K,v10,7
L,v1,7
L,v2,2
L,v3,3
L,v4,0
L,v5,
