group,variable,value
A,v1,38
A,v2,42
A,v3,23
A,v4,58
A,v5,36
A,v6,23
A,v9,31
A,v10,37
B,v1,26
A,v8,30
A,v7,20
B,v4,24
B,v5,27
B,v2,28
B,v3,26
B,v9,39
B,v8,24
B,v10,19
B,v7,18
C,v2,24
C,v3,25
C,v1,28
B,v6,32
C,v7,33
C,v4,50
C,v6,28
C,v9,31
C,v10,27
C,v8,30
C,v5,30
D,v3,29
D,v4,29
D,v2,18
D,v6,38
D,v1,33
D,v5,18
D,v7,23
D,v10,28
E,v1,38
D,v9,27
D,v8,33
E,v5,32
E,v4,26
E,v2,27
E,v6,51
E,v8,50
E,v9,35
E,v10,20
E,v7,27
F,v2,76
E,v3,35
F,v4,19
F,v5,37
F,v6,44
F,v3,33
F,v7,23
F,v1,33
F,v10,34
F,v9,36
G,v2,25
G,v3,31
F,v8,53
G,v1,28
G,v4,19
G,v6,36
G,v8,46
G,v5,24
G,v10,72
H,v1,27
H,v2,27
G,v9,44
H,v3,38
H,v5,32
H,v6,35
G,v7,32
H,v8,24
H,v10,36
H,v9,19
H,v7,34
I,v2,25
I,v3,18
I,v1,18
I,v4,23
I,v5,38
I,v7,25
I,v9,22
H,v4,23
I,v10,56
I,v6,28
I,v8,39
J,v2,53
J,v1,42
J,v5,30
J,v4,37
J,v3,33
J,v8,22
J,v7,29
J,v9,25
J,v10,20
K,v1,24
K,v2,30
K,v3,21
K,v4,28
K,v6,36
K,v5,28
K,v7,28
K,v8,21
K,v10,38
J,v6,36
K,v9,22
L,v1,15
L,v3,48
L,v4,27
L,v6,23
L,v5,33
L,v8,24
L,v9,135
L,v2,68
L,v10,18
L,v7,38
M,v1,30
M,v2,18
M,v5,29
M,v4,24
M,v6,34
M,v7,41
M,v9,33
M,v3,21
M,v10,27
M,v8,46
N,v1,96
N,v4,18
N,v2,31
N,v5,21
N,v3,29
N,v7,16
N,v6,33
N,v8,24
N,v9,21
N,v10,24
O,v1,
