group,variable,value
A,v1,2
A,v2,2
A,v5,5
A,v6,7
A,v3,0
A,v4,0
A,v9,5
A,v10,2
A,v7,6
A,v8,2
B,v1,1
B,v3,1
B,v2,2
B,v5,0
B,v4,0
B,v8,1
B,v7,1
B,v10,2
C,v1,1
C,v3,4
C,v2,4
B,v6,0
C,v4,0
C,v5,0
C,v6,0
B,v9,0
C,v9,1
C,v10,2
D,v1,1
C,v8,1
D,v2,0
C,v7,0
D,v4,5
D,v3,5
D,v7,3
D,v5,8
D,v10,2
D,v9,2
D,v6,1
E,v1,3
D,v8,4
E,v4,0
E,v2,0
E,v5,2
E,v6,1
E,v8,0
E,v9,5
E,v10,1
E,v3,2
E,v7,0
F,v1,1
F,v3,1
F,v5,0
F,v4,1
F,v7,0
F,v6,1
F,v9,3
F,v10,1
G,v2,0
F,v2,9
G,v1,1
F,v8,0
G,v5,0
G,v4,1
G,v8,3
G,v3,2
G,v7,5
G,v10,0
H,v2,0
H,v1,1
G,v6,5
G,v9,0
H,v4,0
H,v3,0
H,v6,1
H,v8,0
H,v5,0
H,v10,0
H,v7,0
I,v2,0
H,v9,0
I,v1,0
I,v3,0
I,v5,0
I,v4,0
I,v8,0
I,v7,1
I,v6,0
I,v10,0
J,v1,1
J,v2,1
I,v9,1
J,v6,5
J,v3,2
J,v4,0
J,v5,0
J,v7,
