group,variable,value
A,v2,1
A,v4,1
A,v3,1
A,v7,0
A,v6,1
A,v9,0
A,v10,0
A,v8,0
A,v5,1
B,v2,2
B,v4,0
B,v3,0
B,v6,5
B,v5,0
B,v9,1
B,v8,7
B,v10,5
C,v1,2
B,v7,3
B,v1,0
C,v3,0
C,v5,0
C,v6,0
C,v7,0
C,v4,1
C,v9,1
C,v10,0
C,v2,4
C,v8,0
D,v2,0
D,v3,2
D,v5,1
D,v6,2
D,v4,0
D,v8,0
D,v9,0
D,v10,1
E,v1,0
D,v1,0
E,v2,2
E,v4,0
E,v6,0
E,v5,1
D,v7,2
E,v7,0
E,v8,2
E,v10,2
E,v3,0
F,v2,3
E,v9,0
F,v3,9
F,v1,1
F,v6,1
F,v7,0
F,v8,0
F,v4,3
F,v10,2
F,v5,2
G,v2,1
G,v3,0
G,v4,0
G,v1,0
G,v5,1
G,v6,3
G,v8,0
G,v7,0
G,v10,0
F,v9,0
H,v2,0
H,v3,0
H,v4,2
H,v5,1
G,v9,0
H,v7,0
H,v1,3
H,v6,1
H,v10,0
H,v9,3
I,v2,1
I,v1,0
I,v4,0
I,v3,2
H,v8,0
I,v7,0
I,v5,0
I,v8,0
I,v9,1
I,v10,0
J,v1,1
J,v2,0
J,v3,0
J,v5,3
J,v4,3
J,v7,1
I,v6,0
J,v9,1
J,v6,0
J,v10,7
J,v8,7
K,v1,12
K,v2,8
K,v4,1
K,v5,1
K,v3,3
K,v6,0
K,v7,
