group,variable,value
A,v2,25
A,v1,36
A,v5,38
A,v4,25
A,v3,33
A,v8,27
A,v6,25
B,v1,22
A,v10,23
B,v2,30
B,v3,34
B,v4,42
A,v9,32
B,v6,32
B,v5,23
B,v7,30
B,v8,25
B,v10,30
C,v1,25
B,v9,31
C,v2,23
C,v4,24
C,v5,29
C,v3,64
C,v6,20
C,v8,39
C,v9,30
C,v10,44
C,v7,26
D,v2,39
A,v7,36
D,v3,27
D,v5,31
D,v6,26
D,v7,22
D,v8,36
D,v1,26
D,v10,25
E,v2,26
D,v4,31
D,v9,33
E,v3,28
E,v5,43
E,v6,32
E,v4,45
E,v8,29
E,v9,31
E,v10,38
F,v1,30
F,v2,31
E,v7,36
E,v1,31
F,v5,38
F,v3,23
F,v4,21
F,v9,31
F,v8,42
F,v10,58
F,v7,29
F,v6,18
G,v2,34
G,v1,30
G,v5,29
G,v3,25
G,v4,36
G,v8,25
G,v9,33
G,v10,22
H,v1,47
H,v2,30
G,v7,32
H,v3,70
H,v5,70
H,v6,29
H,v4,55
G,v6,56
H,v9,31
H,v7,21
H,v10,26
I,v2,30
I,v3,23
H,v8,27
I,v4,89
I,v1,36
I,v6,40
I,v5,29
I,v9,22
I,v7,20
I,v8,20
J,v1,19
I,v10,24
J,v4,39
J,v3,29
J,v2,26
J,v7,20
J,v5,24
J,v9,29
J,v6,31
K,v1,28
J,v10,26
J,v8,44
K,v3,25
K,v2,21
K,v4,21
K,v5,23
K,v6,20
K,v8,44
K,v9,26
K,v10,28
L,v3,25
K,v7,21
L,v4,42
L,v2,41
L,v1,29
L,v6,26
L,v5,20
L,v7,
