group,variable,value
A,v1,0
A,v3,2
A,v2,1
A,v5,1
A,v6,0
A,v7,0
A,v9,4
A,v10,4
B,v2,2
A,v8,0
B,v3,1
B,v4,2
B,v5,0
B,v6,1
B,v7,0
B,v8,0
B,v1,3
A,v4,3
C,v2,0
B,v10,1
C,v1,1
C,v4,3
C,v5,0
C,v3,0
C,v7,5
C,v8,7
C,v9,3
C,v10,3
B,v9,0
D,v2,4
D,v3,3
D,v1,2
D,v4,3
D,v6,2
D,v5,3
C,v6,6
D,v9,9
D,v10,5
E,v1,3
D,v7,2
E,v4,1
E,v3,5
D,v8,1
E,v6,1
E,v7,1
E,v2,1
E,v9,2
E,v10,0
F,v1,1
F,v2,1
E,v8,1
F,v4,0
F,v3,0
E,v5,4
F,v5,4
F,v9,0
F,v8,0
F,v10,0
G,v1,2
F,v7,0
G,v2,2
G,v4,1
G,v5,0
G,v3,0
G,v6,0
G,v7,1
G,v8,0
G,v10,1
G,v9,0
H,v2,1
H,v3,0
F,v6,1
H,v1,0
H,v6,0
H,v7,2
H,v9,1
H,v5,1
H,v10,1
H,v8,0
I,v2,5
I,v3,3
H,v4,2
I,v1,0
I,v5,4
I,v4,1
I,v9,5
I,v7,6
I,v10,4
I,v8,9
J,v2,2
I,v6,2
J,v4,2
J,v3,6
J,v5,4
J,v6,0
J,v7,4
J,v1,1
J,v9,3
J,v10,1
K,v2,5
K,v1,4
K,v3,4
K,v5,1
K,v6,2
J,v8,1
K,v4,7
K,v8,0
K,v9,2
K,v10,6
L,v2,3
L,v3,3
K,v7,4
L,v6,2
L,v1,4
L,v4,2
L,v5,4
L,v7,4
L,v8,
