group,variable,value
A,v1,48
A,v2,24
A,v3,16
A,v4,35
A,v5,26
A,v6,20
A,v7,18
A,v8,32
A,v9,26
A,v10,21
B,v1,23
B,v2,32
B,v4,28
B,v5,38
B,v3,52
B,v8,26
B,v10,36
B,v6,34
B,v9,24
C,v2,34
C,v3,38
B,v7,46
C,v5,34
C,v4,24
C,v1,22
C,v7,30
C,v8,18
C,v10,52
D,v1,38
C,v9,68
D,v3,31
D,v4,18
D,v2,24
D,v6,49
D,v7,21
C,v6,24
D,v9,29
D,v10,36
D,v8,28
E,v1,20
D,v5,26
E,v4,60
E,v3,44
E,v5,25
E,v6,29
E,v8,37
E,v9,25
E,v10,42
E,v2,24
E,v7,22
F,v3,29
F,v4,27
F,v2,34
F,v6,49
F,v7,23
F,v1,26
F,v8,35
F,v10,28
G,v1,39
F,v9,47
G,v2,27
G,v4,41
G,v5,40
G,v3,39
F,v5,41
G,v8,35
G,v9,39
G,v10,30
G,v6,32
H,v2,24
H,v3,34
G,v7,17
H,v4,66
H,v5,48
H,v7,42
H,v8,57
H,v1,25
H,v10,39
I,v1,56
H,v9,37
I,v2,34
I,v4,56
I,v5,34
I,v3,43
I,v6,31
I,v8,39
I,v7,44
I,v10,24
H,v6,33
I,v9,24
J,v1,44
J,v2,26
J,v4,19
J,v3,46
J,v6,38
J,v5,26
J,v7,29
J,v9,42
J,v8,41
J,v10,28
K,v3,48
K,v1,22
K,v2,27
K,v5,29
K,v6,32
K,v4,17
K,v9,50
K,v10,33
K,v8,23
L,v2,35
K,v7,40
L,v3,25
L,v1,42
L,v5,30
L,v6,24
L,v8,25
L,v7,38
L,v4,20
L,v9,33
M,v1,25
L,v10,19
M,v2,
