group,variable,value
A,v1,41
A,v3,20
A,v2,33
A,v5,22
A,v7,36
A,v8,31
A,v4,80
A,v9,19
A,v10,37
B,v2,20
B,v3,47
B,v4,27
B,v5,37
B,v6,18
B,v1,30
B,v7,31
B,v9,71
B,v10,30
B,v8,31
C,v1,108
C,v3,27
C,v2,26
A,v6,22
C,v6,50
C,v5,28
C,v8,30
C,v4,21
C,v7,18
C,v10,35
D,v2,47
C,v9,26
D,v3,27
D,v5,27
D,v6,32
D,v1,25
D,v4,41
D,v9,25
D,v10,25
D,v7,36
E,v2,66
D,v8,51
E,v5,24
E,v1,35
E,v6,33
E,v3,18
E,v4,26
E,v9,30
E,v10,52
E,v8,42
F,v1,18
F,v2,42
F,v5,131
F,v3,35
E,v7,34
F,v6,23
F,v7,56
F,v8,37
F,v10,56
G,v1,31
G,v2,31
F,v9,15
F,v4,44
G,v4,38
G,v6,26
G,v5,30
G,v8,27
G,v9,40
G,v10,34
G,v3,77
H,v2,42
H,v3,40
H,v5,26
G,v7,40
H,v4,31
H,v1,30
H,v8,20
H,v7,30
H,v10,32
H,v9,35
I,v2,82
H,v6,26
I,v1,36
I,v5,23
I,v6,39
I,v4,29
I,v7,25
I,v8,29
I,v9,35
I,v3,26
J,v2,33
J,v1,27
I,v10,24
J,v5,23
J,v4,32
J,v3,29
J,v6,29
J,v9,26
J,v8,22
J,v10,82
K,v1,32
K,v3,29
J,v7,25
K,v5,62
K,v4,27
K,v6,19
K,v7,25
K,v9,30
K,v2,46
K,v10,
K,v8,31
