group,variable,value
A,v2,34
A,v3,36
A,v5,22
A,v6,33
A,v4,25
A,v7,35
A,v10,28
B,v1,28
A,v8,52
B,v2,23
B,v4,74
B,v5,36
B,v6,32
A,v9,53
B,v3,27
B,v10,26
B,v8,33
B,v9,24
C,v3,22
C,v4,71
B,v7,30
C,v2,31
C,v6,20
C,v5,24
C,v8,37
C,v9,54
C,v10,66
C,v1,38
D,v1,30
D,v3,33
D,v4,52
D,v2,22
C,v7,34
D,v8,34
D,v5,26
D,v9,33
D,v10,27
D,v7,23
E,v2,34
E,v3,36
D,v6,39
E,v4,27
E,v1,28
E,v7,20
E,v6,40
E,v9,36
E,v5,42
E,v10,41
F,v2,46
F,v3,53
F,v4,27
E,v8,72
F,v6,53
F,v7,72
F,v5,43
F,v9,30
F,v10,31
F,v1,41
G,v2,28
G,v3,31
F,v8,29
G,v4,32
G,v5,26
G,v7,46
G,v8,18
G,v6,19
G,v10,24
H,v1,38
G,v9,40
G,v1,20
H,v4,21
H,v5,28
H,v6,27
H,v3,29
H,v2,25
H,v9,30
H,v8,31
H,v10,28
H,v7,35
I,v1,21
I,v2,23
I,v6,33
I,v5,40
I,v3,27
I,v7,42
I,v9,39
I,v10,29
I,v8,41
I,v4,43
J,v1,38
J,v2,53
J,v5,140
J,v3,28
J,v7,32
J,v4,34
J,v9,34
J,v6,29
J,v10,32
J,v8,36
K,v1,35
K,v3,37
K,v4,20
K,v5,14
K,v7,30
K,v6,24
K,v9,29
K,v8,43
K,v2,41
K,v10,31
L,v2,21
L,v4,25
L,v1,30
L,v7,23
L,v3,36
L,v5,29
L,v6,59
L,v8,31
L,v9,25
L,v10,36
M,v1,
