group,variable,value
A,v3,0
A,v2,0
A,v1,0
A,v4,0
A,v7,1
A,v9,0
A,v6,0
A,v10,0
A,v5,0
B,v1,0
B,v4,0
A,v8,0
B,v2,1
B,v6,0
B,v7,0
B,v3,0
B,v5,1
B,v10,3
B,v9,4
B,v8,1
C,v1,3
C,v4,1
C,v5,0
C,v2,2
C,v6,0
C,v8,0
C,v9,0
C,v10,1
C,v7,0
D,v2,0
D,v3,0
C,v3,0
D,v1,0
D,v6,2
D,v5,0
D,v8,0
D,v7,1
D,v10,0
E,v1,0
E,v2,0
E,v3,0
E,v4,0
D,v9,1
E,v5,1
D,v4,0
E,v7,0
E,v9,1
E,v10,0
F,v1,2
F,v2,1
E,v8,0
F,v3,0
F,v5,1
F,v6,3
F,v8,5
F,v4,0
E,v6,1
F,v10,2
G,v1,7
F,v9,3
G,v2,3
G,v4,3
G,v5,1
G,v3,0
F,v7,8
G,v8,3
G,v9,2
G,v10,0
G,v7,2
G,v6,1
H,v3,2
H,v4,1
H,v2,0
H,v6,0
H,v5,0
H,v8,0
H,v9,0
H,v10,2
I,v1,1
H,v7,2
H,v1,0
I,v3,0
I,v2,1
I,v5,0
I,v4,0
I,v8,4
I,v7,1
I,v10,1
I,v6,0
J,v1,0
J,v3,0
J,v2,1
I,v9,1
J,v6,0
J,v4,0
J,v5,1
J,v7,5
J,v10,0
J,v9,0
K,v2,5
J,v8,0
K,v1,0
K,v3,0
K,v4,3
K,v6,1
K,v5,1
K,v7,0
K,v9,0
K,v8,0
K,v10,
