group,variable,value
A,v1,40
A,v2,32
A,v5,38
A,v7,22
A,v3,28
A,v8,36
A,v9,24
A,v10,18
A,v6,25
B,v3,35
B,v2,41
B,v4,30
A,v4,16
B,v6,29
B,v1,22
B,v7,22
B,v5,32
B,v10,28
C,v1,25
C,v2,35
B,v8,28
C,v4,30
C,v3,34
C,v6,28
B,v9,68
C,v7,36
C,v9,53
C,v10,133
C,v5,40
D,v1,28
C,v8,28
D,v4,33
D,v2,31
D,v3,28
D,v7,38
D,v8,32
D,v6,34
D,v10,31
D,v5,32
E,v2,27
E,v1,38
D,v9,55
E,v4,21
E,v6,42
E,v7,17
E,v5,29
E,v9,27
E,v10,19
F,v1,20
F,v2,31
E,v3,20
E,v8,24
F,v5,38
F,v4,23
F,v7,23
F,v8,19
F,v3,26
F,v10,42
G,v1,30
G,v2,48
G,v3,28
F,v6,32
G,v5,18
G,v6,18
G,v4,31
F,v9,29
G,v7,23
G,v10,26
H,v1,53
G,v8,33
G,v9,27
H,v4,25
H,v5,34
H,v2,23
H,v3,33
H,v8,19
H,v9,16
H,v10,33
H,v7,38
I,v2,30
H,v6,30
I,v4,39
I,v3,38
I,v6,44
I,v7,43
I,v1,21
I,v5,40
I,v8,31
I,v9,21
J,v1,43
I,v10,35
J,v2,32
J,v4,28
J,v7,35
J,v6,30
J,v5,15
J,v9,51
J,v3,76
J,v10,24
K,v2,24
K,v3,33
K,v1,28
J,v8,41
K,v6,37
K,v7,41
K,v5,37
K,v9,29
K,v10,23
K,v4,41
L,v2,42
L,v1,38
L,v4,34
L,v3,21
K,v8,23
L,v5,40
L,v6,31
L,v8,
L,v7,23
