group,variable,value
A,v1,23
A,v2,30
A,v4,24
A,v5,41
A,v7,28
A,v6,31
A,v3,40
B,v1,22
A,v10,28
B,v2,41
A,v8,32
B,v3,76
B,v4,32
A,v9,52
B,v7,30
B,v9,40
B,v6,56
B,v8,37
B,v10,37
C,v2,25
B,v5,24
C,v4,32
C,v5,27
C,v1,30
C,v6,42
C,v8,32
C,v10,28
C,v9,34
C,v7,79
C,v3,29
D,v3,12
D,v4,36
D,v5,78
D,v6,20
D,v2,46
D,v7,35
D,v1,48
D,v10,30
E,v1,30
E,v2,38
D,v8,46
E,v4,44
E,v5,32
E,v6,30
D,v9,53
E,v7,34
E,v10,33
E,v3,73
E,v9,20
F,v2,39
F,v3,42
E,v8,19
F,v4,33
F,v6,33
F,v1,42
F,v7,53
F,v9,35
F,v5,56
F,v10,40
G,v2,31
G,v3,30
G,v1,32
G,v5,21
F,v8,70
G,v6,34
G,v8,24
G,v4,36
G,v10,25
H,v1,38
H,v2,34
G,v9,28
G,v7,35
H,v4,32
H,v6,33
H,v5,22
H,v7,35
H,v9,34
H,v10,26
H,v8,35
H,v3,26
I,v4,24
I,v2,24
I,v1,28
I,v3,57
I,v7,31
I,v5,41
I,v9,27
I,v6,27
I,v8,66
I,v10,26
J,v1,33
J,v4,24
J,v5,28
J,v6,51
J,v3,83
J,v8,50
J,v2,38
J,v7,54
J,v10,23
J,v9,32
K,v3,39
K,v4,27
K,v1,38
K,v5,43
K,v2,36
K,v7,
K,v6,46
