group,variable,value
A,v1,0
A,v2,0
A,v3,0
A,v4,0
A,v5,2
A,v6,0
A,v7,0
A,v10,0
A,v9,1
B,v2,0
A,v8,1
B,v4,0
B,v5,0
B,v6,1
B,v3,1
B,v1,0
B,v9,0
B,v10,2
B,v7,0
C,v1,0
C,v2,1
C,v4,0
B,v8,5
C,v3,4
C,v6,1
C,v8,2
C,v7,2
C,v9,3
C,v10,0
D,v2,0
C,v5,1
D,v3,0
D,v4,0
D,v1,0
D,v6,0
D,v7,2
D,v10,2
D,v5,1
D,v9,1
E,v1,1
E,v3,3
E,v4,1
E,v2,1
E,v5,3
D,v8,0
E,v6,0
E,v7,0
E,v10,1
F,v2,3
E,v8,0
F,v1,0
F,v4,1
F,v3,0
F,v6,0
F,v5,0
F,v8,1
F,v10,0
F,v9,0
F,v7,4
G,v2,0
G,v1,0
G,v3,0
G,v5,0
G,v6,0
G,v4,0
G,v8,0
G,v7,2
E,v9,1
G,v10,3
H,v1,0
G,v9,0
H,v4,0
H,v5,0
H,v3,1
H,v6,1
H,v8,1
H,v9,1
H,v10,2
H,v7,2
I,v1,0
I,v2,1
H,v2,1
I,v5,0
I,v3,0
I,v7,0
I,v6,3
I,v4,0
I,v10,2
J,v1,2
I,v8,1
J,v2,1
I,v9,5
J,v5,1
J,v3,2
J,v4,4
J,v7,0
J,v10,5
J,v9,1
J,v6,5
J,v8,1
K,v2,3
K,v3,3
K,v5,2
K,v6,2
K,v1,1
K,v8,1
K,v9,1
K,v7,1
K,v10,2
K,v4,1
L,v1,0
L,v2,0
L,v3,
