group,variable,value
A,v1,0
A,v3,1
A,v2,0
A,v4,0
A,v5,1
A,v6,2
A,v8,0
A,v9,1
A,v10,1
B,v1,0
B,v2,2
B,v4,1
B,v5,0
B,v6,0
B,v3,2
B,v8,1
B,v9,1
B,v10,1
A,v7,3
C,v1,1
B,v7,0
C,v2,1
C,v5,11
C,v4,2
C,v3,3
C,v7,0
C,v6,1
C,v10,1
C,v8,1
D,v2,3
D,v3,0
D,v4,0
C,v9,0
D,v5,4
D,v7,1
D,v9,3
D,v6,0
D,v10,2
D,v8,1
E,v2,3
E,v3,0
E,v1,2
E,v4,3
E,v6,6
E,v7,2
E,v9,1
E,v8,0
E,v10,0
E,v5,5
F,v1,1
F,v2,1
F,v4,1
F,v5,0
F,v3,0
F,v8,0
F,v6,1
F,v10,0
F,v9,1
G,v1,3
G,v2,0
D,v1,1
G,v3,1
G,v5,0
G,v4,2
F,v7,0
G,v9,0
G,v7,3
G,v10,2
H,v1,1
G,v6,6
H,v4,4
G,v8,1
H,v5,0
H,v3,0
H,v2,1
H,v9,2
H,v7,0
H,v10,8
I,v1,15
I,v2,2
H,v6,0
I,v3,0
H,v8,6
I,v4,0
I,v6,0
I,v5,1
I,v7,0
I,v9,9
I,v8,4
I,v10,13
J,v2,9
J,v3,11
J,v1,4
J,v4,3
J,v5,1
J,v6,
