group,variable,value
A,v2,37
A,v1,28
A,v3,17
A,v7,34
A,v5,33
A,v6,24
A,v8,36
A,v10,27
A,v4,57
B,v1,47
A,v9,26
B,v4,40
B,v5,26
B,v3,31
B,v7,24
B,v6,51
B,v9,40
B,v10,48
B,v8,42
B,v2,22
C,v3,20
C,v4,35
C,v1,24
C,v2,28
C,v7,22
C,v5,33
C,v9,32
C,v10,27
C,v6,21
D,v1,48
D,v3,18
D,v4,57
C,v8,29
D,v2,24
D,v7,38
D,v8,48
D,v9,48
D,v10,40
D,v6,55
E,v2,33
E,v1,30
E,v4,72
E,v5,34
E,v6,38
E,v3,41
E,v8,21
D,v5,29
E,v10,36
F,v1,41
F,v2,37
E,v9,33
E,v7,49
F,v5,24
F,v4,44
F,v7,22
F,v6,30
F,v8,45
F,v10,32
G,v1,38
F,v3,33
G,v2,31
G,v5,21
G,v7,36
G,v6,52
G,v4,30
G,v3,33
F,v9,29
H,v1,42
G,v10,65
H,v2,28
G,v8,30
H,v3,40
G,v9,28
H,v5,54
H,v6,36
H,v8,23
H,v7,53
H,v10,32
I,v1,49
I,v2,31
H,v9,33
H,v4,41
I,v4,86
I,v6,45
I,v3,53
I,v7,40
I,v5,19
I,v10,32
I,v8,36
I,v9,29
J,v1,31
J,v2,21
J,v5,30
J,v3,49
J,v4,47
J,v7,44
J,v9,51
J,v10,53
J,v6,40
K,v1,18
K,v2,33
J,v8,42
K,v4,30
K,v5,35
K,v3,39
K,v8,30
K,v7,24
K,v9,26
K,v10,26
L,v2,32
K,v6,72
L,v5,24
L,v3,32
L,v6,37
L,v4,24
L,v7,31
L,v1,28
L,v8,18
L,v9,
