group,variable,value
A,v1,1
A,v3,0
A,v2,1
A,v5,0
A,v4,2
A,v6,2
A,v9,2
A,v10,0
A,v8,0
B,v2,2
B,v3,0
B,v4,0
B,v1,1
B,v5,1
B,v7,1
A,v7,1
B,v9,2
B,v10,2
C,v1,0
B,v6,0
C,v2,0
C,v4,2
C,v5,4
B,v8,1
C,v6,3
C,v3,1
C,v9,2
C,v10,4
D,v1,4
C,v8,0
C,v7,5
D,v3,1
D,v2,3
D,v5,0
D,v6,0
D,v9,6
D,v4,2
D,v10,2
E,v1,5
D,v7,0
D,v8,2
E,v4,4
E,v5,2
E,v3,4
E,v2,2
E,v8,3
E,v9,1
E,v10,0
E,v7,4
E,v6,1
F,v3,0
F,v1,0
F,v5,1
F,v6,0
F,v7,0
F,v8,0
F,v9,0
F,v10,1
G,v1,1
G,v2,2
G,v3,2
F,v2,1
F,v4,1
G,v6,1
G,v7,0
G,v9,3
G,v8,0
G,v10,2
G,v4,0
H,v2,1
H,v3,3
H,v1,0
G,v5,0
H,v5,0
H,v7,1
H,v8,1
H,v4,2
H,v10,1
H,v9,3
I,v1,1
I,v3,0
H,v6,0
I,v2,0
I,v5,6
I,v4,1
I,v8,1
I,v7,0
I,v10,1
I,v6,0
J,v1,2
I,v9,2
J,v4,2
J,v3,3
J,v2,2
J,v5,1
J,v6,2
J,v7,0
J,v8,1
J,v10,0
J,v9,1
K,v3,0
K,v4,2
K,v1,1
K,v2,0
K,v6,0
K,v5,1
K,v7,
