group,variable,value
A,v1,1
A,v3,0
A,v2,0
A,v5,1
A,v6,0
A,v8,0
A,v10,0
A,v4,0
B,v1,0
B,v3,1
B,v2,0
A,v9,0
B,v4,1
A,v7,3
B,v6,4
B,v8,0
B,v9,0
B,v10,0
B,v5,2
C,v2,0
C,v3,0
C,v1,0
B,v7,1
C,v4,0
C,v7,4
C,v8,1
C,v10,0
C,v5,3
D,v1,1
C,v6,6
C,v9,2
D,v4,1
D,v3,0
D,v6,1
D,v7,0
D,v2,0
D,v8,4
D,v10,3
E,v1,4
E,v2,0
D,v5,2
E,v3,5
D,v9,8
E,v5,2
E,v6,1
E,v8,2
E,v7,1
E,v10,4
F,v1,4
E,v4,1
E,v9,9
F,v4,1
F,v5,1
F,v6,1
F,v2,3
F,v7,0
F,v8,1
F,v10,0
G,v1,2
G,v2,4
G,v3,1
F,v3,1
G,v4,3
G,v6,2
G,v7,7
G,v8,1
F,v9,1
G,v10,3
H,v1,3
G,v9,5
H,v3,1
H,v4,1
H,v2,1
G,v5,1
H,v5,1
H,v8,1
H,v9,1
H,v10,0
H,v6,2
I,v1,0
I,v4,0
I,v2,0
H,v7,1
I,v5,2
I,v3,2
I,v8,4
I,v6,0
I,v7,2
I,v10,4
J,v1,3
J,v2,0
J,v3,0
J,v4,1
J,v6,1
I,v9,3
J,v7,0
J,v5,1
J,v10,0
K,v1,2
J,v9,1
K,v2,0
K,v5,0
K,v4,0
K,v6,0
J,v8,1
K,v3,1
K,v9,0
K,v10,1
L,v1,0
K,v8,0
L,v3,0
L,v4,2
L,v2,1
K,v7,0
L,v6,0
L,v8,3
L,v7,1
L,v9,4
L,v5,0
L,v10,2
M,v1,2
M,v2,
