group,variable,value
A,v2,45
A,v1,45
A,v4,42
A,v7,21
A,v6,71
A,v5,26
A,v10,29
B,v2,39
A,v9,27
A,v8,28
B,v4,27
B,v5,23
B,v1,22
B,v6,25
B,v8,155
B,v7,36
B,v10,29
C,v1,25
B,v3,32
C,v3,30
B,v9,53
C,v5,33
C,v6,31
C,v7,39
C,v2,37
C,v8,39
D,v1,38
C,v10,18
C,v4,55
C,v9,23
D,v4,27
D,v5,35
D,v6,21
D,v7,35
D,v2,19
D,v3,40
D,v10,37
E,v1,41
D,v8,27
D,v9,40
E,v2,47
E,v6,21
E,v5,20
E,v3,26
E,v4,24
E,v10,24
E,v9,31
E,v8,36
F,v2,64
E,v7,22
F,v3,33
F,v1,31
F,v6,33
F,v7,24
F,v8,22
F,v5,42
F,v10,58
F,v4,38
F,v9,32
G,v4,20
G,v3,49
G,v2,26
G,v1,38
G,v7,41
G,v6,35
G,v9,52
G,v5,54
G,v10,34
H,v1,39
H,v3,28
G,v8,70
H,v6,26
H,v4,22
H,v7,30
H,v2,41
H,v5,30
H,v10,45
I,v1,41
H,v8,69
I,v2,36
H,v9,36
I,v4,29
I,v6,36
I,v3,39
I,v5,32
I,v10,47
I,v9,22
I,v7,13
I,v8,44
J,v2,5
J,v1,21
J,v4,54
J,v6,78
J,v5,33
J,v3,47
J,v8,57
J,v9,29
J,v10,34
J,v7,40
K,v3,32
K,v2,33
K,v4,31
K,v1,38
K,v6,72
K,v5,38
K,v7,19
K,v10,30
L,v1,32
K,v8,40
K,v9,54
L,v4,32
L,v2,22
L,v6,73
L,v3,71
L,v8,55
L,v10,27
L,v9,49
M,v1,17
L,v7,26
M,v3,26
L,v5,44
M,v4,36
M,v5,41
M,v2,39
M,v9,64
M,v6,35
M,v10,27
N,v1,24
M,v8,40
N,v4,11
N,v2,56
N,v3,58
M,v7,28
N,v6,
N,v5,25
