group,variable,value
40
A,v4,35
A,v5,36
A,v6,30
A,v7,32
A,v8,30
A,v10,42
B,v2,26
B,v1,30
B,v3,26
B,v5,38
A,v9,30
B,v6,27
B,v4,26
B,v8,32
B,v10,23
B,v9,42
C,v1,52
C,v3,22
C,v4,42
B,v7,27
C,v2,46
C,v5,39
C,v6,38
C,v7,24
C,v10,16
D,v1,56
D,v2,18
D,v3,40
D,v5,25
D,v6,28
C,v9,23
C,v8,30
D,v4,32
D,v7,26
D,v8,18
D,v10,22
E,v2,24
E,v1,30
E,v5,24
E,v4,41
E,v6,26
E,v7,29
E,v8,36
E,v3,33
E,v10,24
D,v9,21
E,v9,22
F,v2,53
F,v3,25
F,v4,32
F,v1,28
F,v7,33
F,v6,32
F,v5,27
F,v10,31
G,v1,41
F,v8,31
F,v9,32
G,v4,23
G,v5,27
G,v6,41
G,v2,31
G,v7,44
G,v3,21
G,v10,40
H,v1,24
H,v2,16
G,v8,20
G,v9,20
H,v3,21
H,v6,30
H,v7,30
H,v5,46
H,v10,25
H,v9,20
I,v1,33
H,v8,30
H,v4,27
I,v3,41
I,v5,28
I,v2,28
I,v6,50
I,v7,40
I,v8,44
I,v10,20
J,v1,23
I,v4,35
I,v9,26
J,v3,25
J,v2,24
J,v5,31
J,v7,56
J,v6,32
J,v4,26
J,v8,28
J,v10,25
K,v2,36
J,v9,26
K,v4,40
K,v3,20
K,v1,33
K,v6,28
K,v5,28
K,v8,19
K,v10,27
K,v9,42
L,v2,31
L,v3,22
L,v4,150
L,v5,52
K,v7,47
L,v7,28
L,v8,27
L,v6,47
L,v10,58
L,v9,45
M,v1,47
M,v2,22
M,v4,20
M,v5,38
L,v1,18
M,v6,43
M,v3,20
M,v7,24
M,v8,
