group,variable,value
A,v1,2
A,v2,3
A,v3,0
A,v4,0
A,v5,3
A,v6,1
A,v7,3
A,v8,2
B,v1,5
A,v10,4
B,v2,3
A,v9,8
B,v6,1
B,v5,0
B,v4,1
B,v7,1
B,v3,1
C,v1,0
B,v9,2
B,v10,2
B,v8,3
C,v4,2
C,v3,2
C,v5,5
C,v7,1
C,v8,10
C,v2,1
C,v9,0
C,v10,6
D,v2,4
D,v3,10
D,v1,8
D,v6,2
D,v5,6
D,v4,4
D,v8,2
C,v6,2
D,v10,0
D,v9,0
D,v7,0
E,v1,1
E,v4,6
E,v5,5
E,v6,7
E,v3,0
E,v2,0
E,v9,1
E,v10,2
E,v8,2
F,v3,5
F,v2,0
F,v4,8
F,v5,4
F,v1,2
F,v6,3
F,v8,1
E,v7,5
F,v10,1
G,v1,2
G,v2,0
F,v7,3
G,v4,2
G,v3,4
G,v6,3
G,v5,3
F,v9,1
G,v7,5
H,v1,4
G,v10,4
G,v8,1
G,v9,4
H,v4,6
H,v5,0
H,v3,7
H,v6,0
H,v8,0
H,v9,0
H,v10,0
H,v2,3
I,v2,1
I,v1,0
I,v4,3
H,v7,0
I,v3,3
I,v6,3
I,v5,5
I,v10,2
I,v7,6
J,v1,7
I,v8,2
J,v2,5
I,v9,5
J,v3,5
J,v4,2
J,v6,6
J,v7,6
J,v8,2
J,v10,7
J,v9,3
K,v2,1
K,v1,2
K,v3,2
K,v4,3
K,v6,8
J,v5,6
K,v5,10
K,v8,0
K,v9,1
K,v10,2
L,v1,0
L,v3,1
L,v2,3
K,v7,2
L,v4,2
L,v7,3
L,v5,3
L,v9,3
L,v6,8
L,v10,6
M,v2,2
M,v1,2
M,v3,1
L,v8,3
M,v5,6
M,v4,4
M,v6,5
M,v9,8
M,v7,4
M,v10,3
N,v1,2
N,v2,2
M,v8,8
N,v5,4
N,v3,0
N,v4,0
N,v6,1
N,v7,2
N,v8,
