group,variable,value
26
A,v5,23
A,v2,22
A,v6,34
A,v9,34
B,v1,27
A,v10,27
B,v2,30
B,v3,25
A,v8,30
B,v6,40
A,v7,26
B,v7,28
B,v8,27
B,v10,90
B,v5,46
C,v1,40
C,v2,28
C,v3,31
C,v4,24
B,v9,20
C,v6,31
C,v7,50
C,v8,36
C,v5,21
C,v10,28
D,v1,33
B,v4,42
D,v3,28
D,v4,76
D,v5,30
D,v2,30
D,v6,23
D,v7,20
D,v9,24
D,v8,30
D,v10,29
E,v1,44
E,v2,40
C,v9,23
E,v5,32
E,v6,44
E,v3,42
E,v9,38
E,v4,24
E,v10,21
F,v1,25
E,v8,27
F,v2,29
F,v3,36
F,v4,29
F,v6,31
F,v8,70
E,v7,44
F,v10,30
F,v9,10
G,v1,44
F,v5,52
G,v2,25
F,v7,24
G,v4,39
G,v6,74
G,v7,29
G,v5,38
G,v9,57
G,v10,39
H,v1,33
H,v2,27
H,v3,27
G,v8,48
H,v4,40
H,v6,41
H,v7,55
H,v8,26
H,v9,32
H,v10,68
I,v1,36
I,v3,25
G,v3,27
I,v2,30
I,v5,21
I,v6,48
I,v7,38
H,v5,51
I,v9,35
I,v10,32
J,v1,37
I,v4,22
J,v4,151
I,v8,26
J,v3,36
J,v2,28
J,v7,47
J,v8,24
J,v5,54
J,v10,19
J,v9,40
K,v2,19
J,v6,40
K,v4,34
K,v3,41
K,v5,44
K,v7,36
K,v1,27
K,v6,37
K,v10,33
K,v8,30
L,v2,18
L,v1,29
K,v9,39
L,v4,25
L,v3,47
L,v6,52
L,v7,30
L,v5,68
L,v10,54
L,v8,36
M,v1,65
M,v3,28
M,v2,29
L,v9,41
M,v5,18
M,v6,44
M,v7,19
M,v4,69
M,v10,31
M,v9,86
N,v1,76
N,v2,53
N,v3,49
M,v8,54
N,v4,49
N,v6,40
N,v5,47
N,v9,37
N,v8,50
N,v7,23
N,v10,43
O,v2,28
O,v3,26
O,v1,42
O,v4,35
O,v5,29
O,v6,50
O,v8,40
O,v10,40
O,v7,30
P,v1,54
O,v9,53
P,v3,27
P,v5,28
P,v4,24
P,v2,17
P,v8,23
P,v7,18
P,v6,42
P,v9,38
P,v10,22
R,v1,
