group,variable,value
A,v1,10
A,v2,6
A,v4,4
A,v3,3
A,v5,3
A,v8,3
A,v9,1
A,v10,0
A,v6,0
B,v1,2
B,v2,0
B,v3,1
B,v4,1
B,v6,5
A,v7,0
B,v8,9
B,v5,1
B,v10,2
C,v1,4
B,v9,6
B,v7,4
C,v4,10
C,v5,5
C,v3,4
C,v2,6
C,v8,0
C,v9,1
C,v10,0
C,v6,8
C,v7,6
D,v1,0
D,v3,3
D,v5,6
D,v6,2
D,v2,1
D,v4,9
D,v9,0
D,v10,3
D,v7,0
D,v8,0
E,v3,1
E,v2,0
E,v1,2
E,v5,2
E,v7,2
E,v8,1
E,v6,0
E,v10,0
F,v1,1
F,v2,0
F,v3,0
E,v9,0
F,v5,0
F,v6,0
F,v4,0
E,v4,0
F,v10,0
F,v9,0
F,v7,0
F,v8,1
G,v1,4
G,v4,7
G,v6,2
G,v3,2
G,v7,3
G,v8,3
G,v9,1
G,v10,1
H,v1,1
G,v5,1
G,v2,2
H,v2,4
H,v4,4
H,v5,3
H,v7,0
H,v9,3
H,v3,3
H,v10,4
H,v8,5
I,v2,2
I,v3,5
I,v4,4
I,v1,1
H,v6,3
I,v8,1
I,v6,5
I,v5,4
I,v10,0
J,v1,0
I,v7,4
J,v3,0
J,v2,0
J,v4,2
J,v7,5
J,v5,7
I,v9,1
J,v9,0
J,v10,4
J,v8,0
K,v2,0
K,v3,0
J,v6,0
K,v1,0
K,v6,2
K,v5,0
K,v7,7
K,v8,0
K,v10,0
K,v9,0
K,v4,0
L,v2,1
L,v1,1
L,v3,0
L,v4,2
L,v6,1
L,v7,2
L,v5,1
L,v10,1
M,v1,0
L,v9,0
M,v3,0
L,v8,0
M,v2,0
M,v4,1
M,v7,6
M,v6,5
M,v10,0
M,v5,2
N,v1,0
M,v8,4
N,v2,1
M,v9,7
N,v4,0
N,v5,0
N,v6,1
N,v3,1
N,v7,
