group,variable,value
A,v1,2
A,v2,1
A,v4,2
A,v6,4
A,v5,3
A,v8,1
A,v7,1
A,v10,4
B,v1,6
A,v3,2
A,v9,0
B,v3,0
B,v4,0
B,v6,1
B,v2,3
B,v7,0
B,v9,2
B,v10,3
B,v5,0
C,v1,0
C,v3,2
C,v4,6
C,v2,1
C,v5,2
C,v7,1
C,v6,0
C,v9,2
C,v10,0
C,v8,2
B,v8,3
D,v3,1
D,v2,0
D,v5,0
D,v6,0
D,v4,1
D,v1,0
D,v9,0
D,v10,0
E,v1,0
E,v2,0
D,v8,0
D,v7,0
E,v4,1
E,v6,3
E,v3,0
E,v5,0
E,v7,0
E,v10,1
F,v1,2
F,v2,0
F,v3,1
E,v9,0
E,v8,0
F,v6,0
F,v4,1
F,v8,1
F,v9,1
F,v10,0
F,v7,1
F,v5,1
G,v2,0
G,v1,0
G,v5,0
G,v3,3
G,v4,2
G,v10,1
G,v9,4
G,v8,0
G,v6,2
H,v2,1
H,v4,0
H,v1,1
H,v3,0
H,v5,1
H,v7,4
H,v8,0
H,v6,3
H,v10,1
G,v7,2
I,v1,1
I,v3,0
H,v9,1
I,v2,1
I,v5,3
I,v4,2
I,v8,7
I,v7,3
I,v10,6
J,v2,1
I,v9,2
I,v6,3
J,v3,3
J,v4,2
J,v1,0
J,v5,2
J,v7,1
J,v6,1
J,v10,1
J,v9,0
K,v1,0
K,v4,2
K,v2,0
J,v8,4
K,v5,0
K,v7,0
K,v3,1
K,v8,10
K,v9,8
K,v10,6
L,v2,3
L,v1,3
L,v4,1
L,v3,5
L,v5,1
L,v6,3
L,v7,5
L,v8,9
K,v6,0
L,v10,3
L,v9,8
M,v2,2
M,v1,4
M,v3,1
M,v5,0
M,v4,4
M,v6,2
M,v7,3
M,v8,
