group,variable,value
A,v1,0
A,v3,0
A,v2,0
A,v4,0
A,v5,0
A,v8,0
A,v9,1
A,v10,0
A,v7,0
B,v1,0
A,v6,0
B,v4,0
B,v5,0
B,v6,1
B,v7,1
B,v9,4
B,v2,0
B,v10,2
C,v1,0
B,v3,0
C,v2,0
C,v3,1
C,v4,0
B,v8,1
C,v6,2
C,v8,1
C,v9,3
C,v10,0
C,v5,0
D,v2,1
D,v3,3
D,v1,0
D,v4,4
D,v6,1
D,v7,0
D,v8,0
D,v10,0
D,v9,1
E,v1,0
D,v5,5
E,v2,1
E,v4,0
E,v3,1
E,v6,0
C,v7,5
E,v5,7
E,v9,4
E,v10,6
E,v8,1
E,v7,1
F,v3,0
F,v4,6
F,v1,2
F,v2,0
F,v5,0
F,v7,6
F,v9,2
F,v10,8
F,v6,3
G,v2,10
G,v3,5
G,v1,4
G,v5,14
G,v6,9
G,v4,8
G,v9,2
G,v8,2
G,v10,0
G,v7,4
F,v8,5
H,v2,6
H,v4,3
H,v5,1
H,v1,3
H,v3,6
H,v7,0
H,v6,2
H,v10,1
H,v8,1
I,v1,0
H,v9,1
I,v2,1
I,v4,0
I,v3,0
I,v6,2
I,v5,0
I,v9,0
I,v8,0
I,v10,0
J,v1,0
J,v3,1
I,v7,0
J,v5,0
J,v4,0
J,v2,1
J,v6,2
J,v7,2
J,v10,7
J,v8,1
J,v9,2
K,v2,1
K,v4,3
K,v3,3
K,v6,6
K,v5,1
K,v7,2
K,v9,0
K,v10,0
L,v1,2
K,v1,2
L,v3,5
L,v2,9
L,v4,2
L,v5,2
K,v8,0
L,v6,8
L,v7,6
L,v8,
