group,variable,value
A,v1,3
A,v2,4
A,v3,4
A,v4,2
A,v6,1
A,v8,4
A,v9,6
A,v10,2
A,v7,2
A,v5,5
B,v3,1
B,v4,2
B,v2,1
B,v1,6
B,v5,3
B,v7,1
B,v6,0
B,v10,1
C,v1,2
B,v8,8
B,v9,2
C,v4,4
C,v5,8
C,v3,4
C,v6,3
C,v8,5
C,v9,9
C,v10,8
C,v2,5
D,v2,12
D,v3,0
C,v7,4
D,v1,4
D,v4,1
D,v7,4
D,v8,6
D,v6,2
D,v10,4
D,v5,0
E,v2,2
D,v9,2
E,v1,4
E,v4,7
E,v3,6
E,v7,5
E,v8,2
E,v6,1
E,v10,3
E,v9,5
F,v1,4
E,v5,4
F,v2,3
F,v3,4
F,v5,7
F,v6,6
F,v8,4
F,v9,6
F,v10,10
F,v4,0
G,v2,5
G,v3,1
G,v1,6
G,v4,0
G,v5,1
F,v7,2
G,v6,0
G,v10,5
G,v9,0
G,v8,0
G,v7,3
H,v2,1
H,v3,4
H,v4,1
H,v5,1
H,v1,0
H,v8,2
H,v9,0
H,v10,1
H,v6,1
I,v1,0
H,v7,2
I,v2,2
I,v3,3
I,v5,0
I,v4,1
I,v8,2
I,v6,1
I,v7,0
I,v10,0
J,v2,2
J,v1,1
J,v4,3
J,v3,2
J,v6,1
I,v9,1
J,v7,5
J,v5,1
J,v10,1
K,v1,1
J,v8,1
K,v2,0
J,v9,2
K,v4,2
K,v6,3
K,v3,0
K,v7,2
K,v8,2
K,v10,1
L,v2,2
L,v1,2
K,v5,3
L,v3,0
L,v5,1
K,v9,4
L,v7,3
L,v8,3
L,v9,3
L,v10,0
L,v6,0
M,v1,0
M,v3,0
L,v4,0
M,v4,0
M,v5,2
M,v2,2
M,v6,0
M,v7,0
M,v9,
M,v8,2
