group,variable,value
28
A,v5,27
A,v7,26
A,v9,32
A,v8,30
A,v10,56
B,v1,48
B,v2,19
A,v4,28
B,v3,52
A,v6,38
B,v6,25
B,v5,47
B,v8,45
B,v7,54
B,v10,21
C,v2,131
B,v9,43
C,v3,23
C,v1,46
C,v5,38
B,v4,40
C,v4,28
C,v6,34
C,v8,41
C,v10,31
D,v1,35
D,v2,25
C,v7,34
D,v4,41
D,v5,30
D,v6,28
D,v3,30
D,v7,32
D,v10,32
D,v9,33
E,v1,36
C,v9,31
D,v8,21
E,v4,26
E,v3,27
E,v6,46
E,v5,28
E,v7,29
E,v9,40
E,v10,48
E,v8,74
F,v3,82
F,v4,33
F,v1,35
E,v2,24
F,v6,34
F,v7,27
F,v5,51
F,v8,54
F,v10,34
G,v1,25
F,v9,25
F,v2,32
G,v2,20
G,v5,41
G,v6,28
G,v7,33
G,v4,42
G,v3,40
G,v10,55
H,v1,30
H,v2,42
G,v8,34
H,v3,40
H,v5,26
H,v6,25
H,v4,29
H,v7,33
H,v9,84
H,v10,140
I,v1,54
I,v2,21
H,v8,37
I,v3,31
I,v5,18
I,v6,19
I,v4,30
I,v7,36
I,v9,26
I,v10,25
I,v8,64
J,v1,21
J,v2,31
G,v9,30
J,v4,32
J,v3,46
J,v7,42
J,v6,37
J,v9,25
J,v10,72
J,v8,45
J,v5,42
K,v2,39
K,v4,40
K,v3,27
K,v1,37
K,v6,26
K,v5,24
K,v7,41
K,v9,29
K,v8,42
K,v10,29
L,v2,39
L,v4,29
L,v5,55
L,v3,37
L,v6,29
L,v7,27
L,v1,0
L,v8,
