group,variable,value
A,v1,0
A,v2,0
A,v3,0
A,v4,1
A,v5,7
A,v6,2
A,v7,1
A,v8,0
A,v10,1
B,v2,0
A,v9,2
B,v1,1
B,v3,0
B,v6,0
B,v8,0
B,v4,0
B,v7,1
B,v10,0
C,v2,1
B,v5,0
B,v9,2
C,v4,7
C,v3,6
C,v6,10
C,v7,5
C,v8,1
C,v5,7
C,v10,0
D,v1,6
D,v2,0
C,v1,0
D,v3,1
D,v4,0
D,v6,2
D,v7,0
C,v9,2
D,v8,0
D,v10,1
E,v1,0
D,v5,3
E,v3,0
E,v4,0
E,v5,0
D,v9,0
E,v6,1
E,v2,0
E,v7,4
E,v10,1
F,v1,0
F,v2,7
E,v9,3
F,v4,5
F,v5,4
E,v8,4
F,v7,1
F,v8,2
F,v6,2
F,v10,8
G,v1,4
F,v3,3
F,v9,5
G,v4,7
G,v5,3
G,v2,3
G,v3,3
G,v9,2
G,v8,7
G,v10,0
H,v1,1
H,v2,0
G,v6,6
G,v7,2
H,v4,2
H,v6,5
H,v7,11
H,v3,2
H,v5,6
H,v10,2
I,v1,3
H,v8,4
I,v3,2
H,v9,3
I,v2,2
I,v5,0
I,v4,2
I,v8,2
I,v9,0
I,v6,1
I,v10,0
J,v1,1
I,v7,1
J,v2,0
J,v3,1
J,v4,1
J,v5,
