group,variable,value
A,v1,52
A,v4,22
A,v3,48
A,v5,18
A,v6,22
A,v8,38
A,v2,33
A,v9,28
A,v10,24
B,v2,29
B,v1,24
B,v3,32
B,v5,59
B,v6,31
B,v7,31
B,v4,34
B,v8,20
B,v10,27
C,v1,23
A,v7,21
B,v9,15
C,v2,22
C,v5,37
C,v4,16
C,v3,20
C,v6,22
C,v10,27
C,v7,41
D,v2,35
C,v9,44
D,v1,26
D,v4,24
D,v3,20
D,v6,20
D,v5,25
D,v8,38
D,v10,31
D,v7,39
D,v9,26
E,v2,25
E,v4,32
C,v8,53
E,v1,23
E,v6,19
E,v3,37
E,v5,20
E,v8,46
E,v10,32
F,v1,24
E,v7,34
F,v3,24
F,v4,48
E,v9,20
F,v2,28
F,v6,34
F,v9,35
F,v5,46
F,v10,22
F,v7,30
F,v8,30
G,v2,22
G,v4,38
G,v3,38
G,v1,26
G,v7,31
G,v5,24
G,v8,36
G,v10,22
H,v1,20
H,v2,34
H,v3,50
G,v6,28
H,v4,30
H,v6,18
H,v5,19
H,v7,22
H,v9,29
H,v10,20
H,v8,41
I,v1,29
I,v3,30
I,v4,40
I,v6,26
G,v9,41
I,v5,40
I,v8,24
I,v2,18
I,v7,22
I,v9,33
J,v2,37
I,v10,29
J,v4,32
J,v3,36
J,v5,70
J,v7,36
J,v6,38
J,v9,33
J,v8,33
J,v10,41
K,v1,39
K,v2,31
K,v3,21
K,v5,20
K,v4,20
K,v7,27
K,v6,26
K,v9,26
K,v10,36
K,v8,38
L,v2,23
L,v1,25
L,v3,34
L,v4,29
J,v1,53
L,v6,32
L,v5,40
L,v9,34
L,v7,42
L,v10,27
M,v2,54
M,v1,41
L,v8,25
M,v3,71
M,v5,
M,v4,31
