group,variable,value
A,v1,28
A,v2,27
A,v3,33
A,v4,40
A,v5,38
A,v7,27
A,v9,52
A,v10,29
A,v6,35
B,v1,28
B,v3,23
B,v5,29
B,v2,21
A,v8,23
B,v7,53
B,v8,52
B,v9,76
B,v10,35
B,v4,24
C,v3,42
C,v1,32
B,v6,47
C,v2,28
C,v6,25
C,v7,31
C,v5,31
C,v8,54
C,v10,33
D,v1,25
C,v9,25
D,v3,26
D,v4,29
C,v4,52
D,v5,29
D,v7,23
D,v9,25
D,v2,32
D,v10,42
E,v1,18
D,v6,29
E,v2,48
E,v4,58
D,v8,26
E,v3,31
E,v8,42
E,v7,20
E,v5,84
E,v10,31
E,v6,28
E,v9,29
F,v2,36
F,v4,42
F,v1,27
F,v5,29
F,v6,28
F,v8,38
F,v3,29
F,v10,49
G,v2,30
G,v1,53
F,v7,36
F,v9,38
G,v4,44
G,v6,29
G,v5,33
G,v8,33
G,v9,30
G,v10,38
G,v3,58
H,v2,56
G,v7,32
H,v1,58
H,v5,44
H,v7,142
H,v6,43
H,v3,52
H,v8,58
H,v10,30
I,v1,20
H,v4,32
I,v3,26
I,v4,49
I,v5,40
H,v9,32
I,v6,39
I,v8,64
I,v7,30
I,v2,27
I,v9,54
J,v1,58
I,v10,25
J,v4,40
J,v2,55
J,v3,40
J,v7,29
J,v6,41
J,v9,20
J,v5,36
J,v10,29
K,v1,21
J,v8,34
K,v4,35
K,v2,23
K,v3,38
K,v6,34
K,v8,23
K,v9,57
K,v7,26
L,v1,50
K,v5,36
K,v10,28
L,v3,63
L,v5,20
L,v2,29
L,v4,30
L,v6,26
L,v7,23
L,v8,
