group,variable,value
A,v1,3
A,v3,3
A,v5,1
A,v6,2
A,v4,1
A,v8,1
A,v9,1
A,v10,0
A,v2,0
A,v7,2
B,v2,0
B,v1,1
B,v5,0
B,v6,0
B,v3,2
B,v7,0
B,v8,0
B,v10,1
C,v1,1
C,v2,0
B,v9,3
C,v3,1
B,v4,1
C,v4,0
C,v6,4
C,v8,6
C,v9,9
C,v10,2
D,v2,2
D,v1,3
C,v7,7
D,v4,4
D,v5,1
C,v5,3
D,v7,0
D,v8,0
D,v6,3
D,v10,0
D,v3,5
E,v2,2
E,v1,1
E,v4,3
E,v5,4
D,v9,1
E,v8,5
E,v9,5
E,v3,9
E,v10,5
F,v1,4
F,v2,4
E,v6,3
E,v7,7
F,v4,2
F,v5,0
F,v6,0
F,v8,5
F,v9,5
F,v10,5
F,v7,0
G,v2,3
G,v3,1
G,v1,0
F,v3,2
G,v4,2
G,v8,1
G,v5,1
G,v6,3
G,v10,0
H,v1,1
H,v2,0
G,v9,0
G,v7,1
H,v6,0
H,v4,0
H,v5,0
H,v3,1
H,v9,0
H,v8,1
H,v10,0
H,v7,0
I,v3,0
I,v1,0
I,v2,0
I,v4,0
I,v5,0
I,v7,
I,v6,0
