group,variable,value
A,v1,0
A,v4,3
A,v3,1
A,v5,0
A,v6,2
A,v8,0
A,v10,0
A,v2,2
A,v7,0
B,v2,0
B,v3,1
B,v1,0
A,v9,2
B,v4,0
B,v6,0
B,v8,0
B,v9,0
B,v10,1
B,v7,1
C,v2,0
C,v3,0
C,v4,2
B,v5,0
C,v1,0
C,v5,0
C,v6,0
C,v7,3
C,v10,0
C,v9,0
C,v8,2
D,v3,0
D,v4,1
D,v1,1
D,v2,0
D,v7,4
D,v8,9
D,v9,1
D,v10,0
E,v1,1
D,v6,1
E,v2,0
E,v3,1
E,v4,1
D,v5,0
E,v7,1
E,v6,0
E,v9,0
E,v10,0
E,v5,0
F,v1,1
F,v3,4
F,v5,0
F,v4,3
F,v2,5
E,v8,0
F,v7,0
F,v8,2
F,v10,4
G,v1,4
G,v3,0
F,v9,0
F,v6,1
G,v5,0
G,v6,2
G,v7,0
G,v8,1
G,v2,0
G,v9,0
G,v10,0
H,v1,1
H,v2,1
H,v3,0
H,v5,1
H,v6,3
H,v4,0
G,v4,0
H,v9,3
H,v10,0
H,v7,2
H,v8,6
I,v3,0
I,v1,0
I,v5,1
I,v2,1
I,v6,2
I,v4,0
I,v9,0
I,v8,3
I,v10,3
I,v7,0
J,v2,0
J,v3,3
J,v5,1
J,v4,2
J,v7,3
J,v1,2
J,v8,2
J,v9,1
J,v10,3
K,v2,2
K,v3,1
J,v6,0
K,v5,0
K,v1,0
K,v7,0
K,v4,0
K,v6,1
K,v9,0
K,v8,0
K,v10,1
L,v1,1
L,v2,
