group,variable,value
A,v1,0
A,v2,6
A,v3,3
A,v5,1
A,v4,2
A,v8,0
A,v10,1
A,v6,2
A,v9,0
B,v1,0
B,v2,0
B,v3,0
B,v5,1
A,v7,2
B,v4,3
B,v6,1
B,v8,0
B,v10,2
C,v1,0
C,v3,3
B,v7,0
C,v4,3
C,v2,0
B,v9,0
C,v7,2
C,v8,5
C,v5,0
C,v10,6
D,v1,2
D,v2,1
C,v6,1
D,v3,1
D,v5,1
D,v6,0
D,v7,0
D,v4,3
C,v9,2
D,v10,0
E,v1,0
E,v2,0
E,v3,0
D,v8,0
E,v5,1
E,v4,0
E,v9,1
E,v6,1
E,v10,0
D,v9,0
E,v7,2
F,v3,1
E,v8,0
F,v4,3
F,v8,0
F,v1,1
F,v2,0
F,v7,0
F,v6,2
F,v5,2
F,v10,1
G,v2,0
F,v9,0
G,v4,0
G,v5,2
G,v1,0
G,v3,0
G,v7,1
G,v9,0
G,v6,0
G,v10,0
G,v8,0
H,v2,2
H,v1,6
H,v5,1
H,v3,1
H,v7,1
H,v6,0
H,v4,2
H,v10,2
I,v1,0
H,v8,1
I,v3,5
H,v9,3
I,v2,0
I,v5,2
I,v4,6
I,v7,2
I,v8,2
I,v9,2
I,v10,1
J,v1,1
J,v3,3
I,v6,0
J,v5,2
J,v4,3
J,v7,0
J,v6,1
J,v2,4
J,v10,0
K,v1,1
J,v9,0
J,v8,2
K,v4,2
K,v5,7
K,v2,0
K,v8,2
K,v3,3
K,v7,5
K,v9,2
K,v10,7
K,v6,9
L,v2,6
L,v1,3
L,v3,1
L,v4,0
L,v7,0
L,v5,0
L,v9,0
L,v8,2
M,v1,2
L,v10,2
L,v6,0
M,v3,3
M,v4,1
M,v2,0
M,v6,3
M,v7,6
M,v9,1
M,v10,0
M,v5,2
N,v1,0
N,v3,1
N,v4,0
N,v2,2
M,v8,5
N,v5,0
N,v6,1
N,v7,
