group,variable,value
A,v2,1
A,v1,0
A,v4,1
A,v6,1
A,v7,2
A,v5,1
A,v8,1
B,v1,0
A,v10,3
A,v9,6
B,v2,0
B,v3,0
B,v4,7
B,v6,4
B,v5,0
A,v3,1
B,v7,0
B,v10,2
C,v1,0
C,v3,0
C,v4,1
C,v2,1
C,v5,0
B,v8,0
C,v7,1
B,v9,3
C,v9,2
C,v10,2
C,v8,0
D,v1,0
D,v3,4
C,v6,1
D,v2,0
D,v6,1
D,v7,3
D,v5,3
D,v4,2
D,v10,0
E,v1,0
D,v8,0
E,v3,0
D,v9,0
E,v5,0
E,v6,0
E,v2,0
E,v4,2
E,v9,0
E,v10,0
E,v7,0
F,v2,1
F,v3,0
E,v8,0
F,v1,0
F,v6,0
F,v7,0
F,v4,2
F,v5,0
F,v10,1
G,v1,0
G,v2,0
F,v8,5
G,v4,0
F,v9,1
G,v6,1
G,v7,0
G,v3,0
G,v8,0
G,v10,2
G,v5,1
H,v2,3
H,v3,5
H,v4,7
G,v9,0
H,v5,6
H,v8,0
H,v7,8
H,v1,1
H,v10,7
I,v1,0
I,v2,7
H,v9,7
H,v6,3
I,v3,2
I,v5,2
I,v4,1
I,v8,1
I,v7,3
I,v10,0
I,v9,4
J,v2,4
J,v1,4
J,v3,0
J,v4,0
J,v6,0
I,v6,1
J,v8,3
J,v7,3
J,v10,9
J,v9,0
K,v2,3
J,v5,0
K,v1,6
K,v3,5
K,v4,1
K,v6,0
K,v8,0
K,v5,0
K,v10,7
K,v9,4
K,v7,1
L,v2,8
L,v4,0
L,v3,1
L,v1,9
L,v7,1
L,v6,0
L,v9,3
L,v5,1
L,v10,2
M,v1,0
M,v3,4
M,v2,4
M,v5,7
M,v6,11
M,v4,2
M,v7,4
L,v8,1
M,v10,
M,v9,3
M,v8,1
