group,variable,value
A,v2,19
A,v4,24
A,v3,26
A,v6,28
A,v5,25
A,v7,32
A,v8,27
A,v10,36
B,v1,29
A,v1,24
A,v9,87
B,v4,23
B,v2,38
B,v3,16
B,v6,66
B,v7,43
B,v9,32
B,v8,22
B,v10,30
C,v2,27
C,v3,26
B,v5,42
C,v1,44
C,v6,47
C,v8,41
C,v4,43
C,v10,24
C,v9,42
D,v1,30
D,v2,123
C,v7,36
D,v5,38
D,v4,24
D,v3,41
D,v6,52
D,v8,33
D,v9,29
D,v10,26
D,v7,26
C,v5,25
E,v1,28
E,v5,20
E,v3,66
E,v2,20
E,v4,23
E,v8,23
E,v9,54
E,v10,35
F,v1,40
F,v2,32
E,v7,36
F,v5,25
F,v3,41
E,v6,29
F,v7,33
F,v6,27
F,v9,26
F,v10,25
G,v1,54
F,v4,23
G,v3,25
G,v2,41
G,v4,31
G,v5,23
F,v8,33
G,v7,31
G,v6,55
G,v10,72
G,v9,27
G,v8,36
H,v1,30
H,v4,40
H,v2,23
H,v3,35
H,v7,26
H,v5,48
H,v8,34
H,v10,35
I,v1,46
I,v2,40
H,v6,53
I,v4,28
I,v5,26
I,v6,23
I,v7,110
I,v3,35
I,v8,26
I,v10,42
H,v9,28
I,v9,34
J,v3,33
J,v1,45
J,v5,53
J,v4,44
J,v2,19
J,v6,38
J,v9,26
J,v10,22
J,v7,31
K,v1,34
J,v8,54
K,v2,33
K,v4,34
K,v6,22
K,v5,32
K,v3,25
K,v8,25
K,v10,50
K,v9,37
L,v2,26
L,v3,38
K,v7,51
L,v4,48
L,v6,33
L,v1,38
L,v8,52
L,v7,19
L,v10,21
L,v5,38
L,v9,74
M,v3,
M,v2,30
M,v1,33
