group,variable,value
A,v2,30
A,v5,18
A,v6,26
A,v3,30
A,v4,29
A,v9,34
A,v10,25
B,v1,26
A,v7,20
A,v8,19
B,v4,26
B,v3,27
B,v2,62
B,v7,22
B,v8,24
B,v6,42
B,v10,50
B,v5,28
C,v2,38
B,v9,24
C,v4,47
C,v1,70
C,v3,33
C,v7,24
C,v5,32
C,v6,31
C,v10,51
C,v8,64
D,v1,42
D,v3,34
C,v9,33
D,v2,48
D,v6,32
D,v5,34
D,v4,55
D,v9,51
D,v10,33
E,v1,20
D,v7,36
E,v3,63
D,v8,39
E,v6,29
E,v2,30
E,v4,28
E,v8,20
E,v7,31
E,v10,36
F,v1,52
E,v5,51
E,v9,32
F,v4,28
F,v5,42
F,v6,40
F,v7,25
F,v8,21
F,v9,24
F,v10,33
G,v1,28
G,v2,50
G,v3,28
G,v4,33
G,v5,33
G,v6,40
G,v7,30
G,v9,38
G,v8,29
G,v10,24
H,v1,23
H,v2,27
H,v4,34
F,v2,41
H,v3,30
H,v5,46
H,v7,32
H,v6,28
H,v8,50
H,v10,26
H,v9,29
F,v3,32
I,v3,22
I,v4,27
I,v1,34
I,v5,50
I,v8,62
I,v2,36
I,v9,25
I,v10,26
I,v6,52
I,v7,35
J,v1,42
J,v4,41
J,v2,38
J,v6,32
J,v5,55
J,v7,17
J,v3,42
J,v9,20
J,v10,28
K,v1,32
K,v2,33
J,v8,21
K,v3,24
K,v4,17
K,v6,24
K,v7,19
K,v5,23
K,v8,23
K,v9,27
K,v10,32
L,v1,70
L,v3,70
L,v2,48
L,v5,20
L,v6,50
L,v4,51
L,v7,21
L,v9,29
L,v8,19
L,v10,22
M,v1,32
M,v3,26
M,v4,32
M,v5,20
M,v6,23
M,v2,16
M,v8,37
M,v9,45
M,v10,37
N,v1,24
N,v2,37
N,v3,23
N,v5,35
M,v7,31
N,v4,32
N,v7,19
N,v8,27
N,v10,29
N,v9,40
O,v1,34
O,v2,27
O,v4,78
O,v3,38
N,v6,21
O,v6,76
O,v5,41
O,v8,40
O,v7,64
O,v10,47
P,v1,69
P,v2,49
O,v9,62
P,v4,27
P,v5,24
P,v3,31
P,v6,49
P,v7,28
P,v8,
