group,variable,value
A,v1,1
A,v2,0
A,v3,0
A,v4,0
A,v5,0
A,v6,0
A,v7,0
A,v8,0
A,v9,0
B,v1,2
A,v10,0
B,v2,2
B,v3,1
B,v4,0
B,v5,1
B,v6,0
B,v7,0
B,v8,1
B,v9,0
B,v10,0
C,v2,0
C,v3,1
C,v5,1
C,v6,1
C,v4,1
C,v8,0
C,v1,0
C,v10,2
D,v1,1
D,v2,6
C,v7,1
C,v9,6
D,v5,0
D,v6,0
D,v7,0
D,v4,0
D,v3,2
D,v10,0
E,v1,0
E,v2,1
E,v3,0
D,v8,1
D,v9,1
E,v6,1
E,v7,1
E,v4,0
E,v10,0
E,v5,0
E,v9,1
F,v2,0
E,v8,2
F,v3,1
F,v5,0
F,v6,1
F,v4,0
F,v7,1
F,v9,1
F,v10,0
F,v1,0
F,v8,1
G,v3,5
G,v4,1
G,v2,2
G,v1,0
G,v5,0
G,v7,5
G,v8,0
G,v10,0
H,v1,0
G,v9,0
H,v2,0
H,v4,0
G,v6,0
H,v6,1
H,v3,1
H,v5,1
H,v9,0
H,v10,1
H,v7,0
H,v8,0
I,v2,0
I,v3,0
I,v1,0
I,v5,0
I,v4,0
I,v8,0
I,v7,0
I,v6,0
I,v10,0
I,v9,0
J,v3,0
J,v2,0
J,v4,0
J,v1,0
J,v5,1
J,v6,0
J,v7,1
J,v9,9
J,v10,5
K,v2,1
J,v8,4
K,v3,0
K,v1,0
K,v6,0
K,v4,0
K,v5,0
K,v9,1
K,v10,1
K,v8,0
K,v7,1
L,v1,3
L,v3,1
L,v2,0
L,v6,2
L,v5,1
L,v4,0
L,v7,2
L,v10,0
M,v1,1
L,v9,2
M,v3,0
M,v2,0
M,v5,3
M,v4,4
M,v6,1
M,v7,1
M,v8,0
M,v10,1
M,v9,0
L,v8,0
N,v1,0
N,v3,
N,v2,0
