group,variable,value
A,v2,52
A,v3,54
A,v6,48
A,v5,56
A,v7,32
A,v8,42
A,v10,36
B,v1,78
B,v2,27
A,v9,39
B,v3,47
B,v4,34
B,v6,49
A,v4,44
B,v5,28
B,v8,27
B,v10,23
C,v1,29
C,v3,40
C,v2,41
B,v7,26
C,v4,21
C,v7,25
B,v9,30
C,v8,44
C,v6,42
C,v10,25
D,v1,21
D,v2,38
C,v9,80
D,v3,29
D,v5,28
D,v6,25
D,v7,22
D,v4,29
D,v9,29
D,v10,31
D,v8,42
E,v1,28
E,v2,35
E,v3,24
E,v5,9
C,v5,22
E,v6,46
E,v8,27
E,v4,38
E,v10,33
F,v1,26
F,v2,24
E,v9,24
F,v3,34
F,v4,38
F,v5,30
F,v7,32
E,v7,32
F,v8,32
F,v10,38
G,v2,32
F,v9,28
G,v1,24
G,v4,26
F,v6,22
G,v3,42
G,v7,32
G,v8,27
G,v6,22
G,v10,34
G,v5,35
H,v2,24
H,v3,28
H,v4,26
H,v5,76
H,v6,30
H,v7,25
H,v8,26
H,v9,21
H,v10,46
H,v1,32
I,v2,46
I,v3,29
I,v4,30
I,v5,28
I,v6,52
G,v9,30
I,v1,53
I,v9,32
I,v10,21
I,v8,31
I,v7,63
J,v2,39
J,v1,17
J,v5,22
J,v4,25
J,v7,22
J,v3,54
J,v9,35
J,v6,23
J,v10,26
K,v2,23
J,v8,49
K,v4,28
K,v3,13
K,v5,37
K,v7,28
K,v1,22
K,v8,30
K,v9,56
K,v10,72
K,v6,27
L,v3,26
L,v1,26
L,v2,23
L,v6,19
L,v5,42
L,v4,33
L,v7,148
L,v8,
