group,variable,value
A,v2,21
A,v4,21
A,v7,39
A,v5,29
A,v9,33
A,v10,28
A,v6,20
A,v8,25
B,v3,32
B,v4,48
B,v2,31
B,v6,24
B,v7,22
B,v1,74
B,v8,31
B,v10,34
B,v9,29
B,v5,30
C,v3,21
C,v4,24
C,v1,29
C,v5,29
C,v2,20
C,v7,24
C,v9,31
C,v6,52
C,v10,28
D,v4,47
D,v2,29
C,v8,25
D,v1,23
D,v6,42
D,v8,25
D,v5,29
D,v3,20
D,v10,31
E,v1,29
E,v2,26
D,v9,17
E,v4,28
E,v5,24
E,v6,37
D,v7,30
E,v8,20
E,v9,30
E,v10,30
F,v1,33
E,v7,36
F,v2,37
F,v3,28
F,v5,30
F,v4,26
F,v6,27
F,v7,40
F,v10,30
E,v3,31
F,v8,24
G,v1,49
F,v9,40
G,v4,48
G,v5,32
G,v2,34
G,v3,42
G,v8,30
G,v9,44
G,v10,23
G,v7,27
G,v6,26
H,v1,21
H,v4,32
H,v5,28
H,v7,30
H,v3,24
H,v6,28
H,v9,36
H,v10,29
H,v2,29
I,v2,40
H,v8,31
I,v4,23
I,v5,52
I,v3,25
I,v6,27
I,v8,40
I,v9,32
I,v10,22
I,v7,25
J,v1,28
I,v1,31
J,v4,26
J,v2,29
J,v6,29
J,v5,33
J,v8,20
J,v3,40
J,v9,50
J,v7,31
J,v10,27
K,v2,39
K,v4,49
K,v3,25
K,v5,19
K,v6,19
K,v1,25
K,v8,51
K,v9,28
K,v10,26
L,v2,64
K,v7,36
L,v3,27
L,v4,109
L,v1,30
L,v5,50
L,v6,26
L,v7,
