group,variable,value
A,v2,2
A,v3,2
A,v1,1
A,v5,1
A,v6,1
A,v7,0
A,v9,3
A,v8,1
A,v10,3
B,v2,0
B,v1,1
B,v4,1
B,v5,0
B,v3,0
B,v6,0
A,v4,3
B,v9,1
B,v10,3
C,v1,3
B,v8,3
B,v7,0
C,v4,2
C,v5,1
C,v2,3
C,v6,1
C,v9,2
C,v8,2
C,v10,0
C,v7,3
D,v2,0
D,v3,2
D,v1,3
D,v4,0
D,v6,0
D,v7,3
D,v5,5
D,v8,1
D,v10,2
E,v1,0
D,v9,1
E,v2,0
E,v4,0
E,v5,0
E,v3,1
E,v6,1
E,v8,0
C,v3,0
E,v10,0
F,v1,0
E,v9,2
E,v7,0
F,v4,0
F,v5,0
F,v2,0
F,v3,0
F,v9,0
F,v8,0
F,v10,1
F,v7,0
G,v2,0
G,v1,1
G,v4,1
F,v6,0
G,v5,4
G,v8,5
G,v7,1
G,v6,1
G,v10,2
G,v9,4
H,v2,8
H,v3,2
H,v1,2
H,v4,2
H,v6,1
G,v3,0
H,v9,3
H,v8,3
H,v10,3
H,v7,0
H,v5,5
I,v3,4
I,v5,1
I,v2,2
I,v1,3
I,v6,3
I,v4,4
I,v9,1
I,v8,2
J,v1,1
I,v10,6
J,v2,3
I,v7,2
J,v5,4
J,v4,5
J,v7,6
J,v6,8
J,v8,3
J,v10,1
J,v9,4
K,v2,2
K,v1,1
K,v3,1
J,v3,4
K,v6,0
K,v4,0
K,v8,3
K,v7,1
K,v9,3
K,v10,5
K,v5,5
L,v1,0
L,v4,7
L,v3,7
L,v5,6
L,v2,2
L,v8,3
L,v6,6
M,v1,3
L,v7,6
L,v9,2
L,v10,4
M,v3,4
M,v2,5
M,v4,
