group,variable,value
A,v1,38
A,v2,31
A,v5,18
A,v6,31
A,v3,30
A,v8,21
A,v9,38
A,v10,23
A,v4,28
B,v2,29
B,v3,36
A,v7,28
B,v4,37
B,v6,26
B,v7,25
B,v5,39
B,v1,17
B,v10,30
C,v1,25
C,v2,23
B,v8,24
B,v9,26
C,v5,32
C,v6,30
C,v4,22
C,v9,26
C,v7,20
C,v10,16
C,v8,22
D,v3,17
D,v2,22
C,v3,23
D,v5,42
D,v4,24
D,v1,21
D,v8,78
D,v6,20
D,v10,34
E,v1,30
D,v7,31
E,v3,24
E,v5,31
E,v2,27
E,v6,20
D,v9,20
E,v8,25
E,v9,24
E,v10,53
E,v4,24
F,v2,24
F,v1,28
E,v7,27
F,v3,46
F,v5,38
F,v8,46
F,v4,47
F,v9,52
F,v10,33
G,v2,41
F,v6,50
F,v7,31
G,v4,9
G,v1,40
G,v3,41
G,v5,82
G,v9,49
G,v8,29
G,v10,31
G,v6,29
H,v1,27
H,v3,37
H,v4,34
H,v2,39
G,v7,60
H,v6,26
H,v9,21
H,v7,34
H,v10,27
H,v8,35
H,v5,39
I,v1,26
I,v4,26
I,v5,42
I,v6,18
I,v8,27
I,v2,37
I,v9,75
I,v7,29
I,v3,27
J,v1,20
I,v10,32
J,v4,68
J,v3,156
J,v5,21
J,v7,41
J,v2,39
J,v9,40
J,v8,42
J,v10,23
J,v6,66
K,v2,
K,v1,34
