group,variable,value
A,v1,0
A,v2,0
A,v3,1
A,v5,3
A,v6,0
A,v8,3
A,v7,1
A,v10,1
B,v1,0
B,v2,1
A,v9,2
B,v4,4
B,v3,0
B,v5,6
B,v7,0
A,v4,1
B,v8,0
B,v10,0
B,v9,0
C,v2,0
C,v3,0
B,v6,3
C,v4,0
C,v5,2
C,v6,0
C,v8,1
C,v9,0
C,v10,1
C,v1,0
D,v2,0
D,v3,1
D,v1,2
D,v4,0
D,v6,3
C,v7,1
D,v7,0
D,v8,0
D,v10,1
E,v1,0
D,v5,0
E,v2,1
E,v4,1
D,v9,0
E,v3,3
E,v7,2
E,v5,2
E,v8,4
E,v10,1
E,v9,1
F,v1,0
F,v2,1
F,v3,0
F,v5,0
F,v6,0
F,v7,0
F,v8,4
F,v9,4
F,v10,1
F,v4,0
G,v2,2
G,v1,4
G,v4,0
G,v5,3
E,v6,1
G,v3,2
G,v7,4
G,v6,2
G,v10,3
G,v9,2
H,v1,0
H,v2,0
G,v8,6
H,v3,1
H,v4,3
H,v5,0
H,v7,1
H,v9,0
H,v10,0
I,v1,1
H,v8,0
I,v2,0
I,v3,1
H,v6,2
I,v5,1
I,v4,0
I,v8,2
I,v7,0
I,v10,2
I,v9,1
J,v2,1
I,v6,1
J,v1,1
J,v4,3
J,v6,0
J,v5,0
J,v3,0
J,v7,0
J,v10,3
K,v1,1
J,v8,4
K,v3,2
K,v2,1
J,v9,6
K,v5,7
K,v4,2
K,v8,0
K,v6,6
K,v9,1
K,v7,1
L,v1,
K,v10,2
