group,variable,value
A,v1,33
A,v2,25
A,v3,31
A,v5,32
A,v8,28
A,v4,27
A,v6,24
B,v1,21
A,v10,34
A,v7,23
A,v9,40
B,v4,29
B,v5,26
B,v3,32
B,v7,88
B,v6,41
B,v9,41
B,v10,40
C,v1,38
B,v8,32
C,v3,38
B,v2,32
C,v4,28
C,v5,23
C,v2,37
C,v7,33
C,v9,30
D,v1,30
D,v2,52
C,v10,45
D,v3,37
D,v4,27
C,v6,51
D,v5,34
D,v7,38
D,v9,22
D,v6,29
C,v8,24
D,v10,22
E,v2,66
D,v8,36
E,v4,119
E,v5,27
E,v3,34
E,v6,42
E,v8,52
E,v9,14
E,v7,54
E,v10,86
E,v1,38
F,v3,32
F,v1,72
F,v5,51
F,v6,57
F,v4,24
F,v2,50
F,v9,51
F,v10,30
G,v1,32
G,v2,20
F,v8,26
G,v3,20
F,v7,27
G,v6,27
G,v7,27
G,v4,32
G,v10,53
G,v9,29
G,v5,41
G,v8,39
H,v2,36
H,v4,26
H,v5,24
H,v6,82
H,v7,22
H,v1,60
H,v3,27
H,v10,50
H,v8,25
I,v1,41
I,v2,50
I,v4,29
I,v5,51
I,v3,40
I,v6,52
I,v8,29
I,v9,37
I,v7,74
H,v9,24
I,v10,59
J,v1,33
J,v4,120
J,v2,50
J,v3,35
J,v6,32
J,v5,42
J,v10,76
J,v7,23
K,v1,32
K,v2,60
J,v8,28
K,v3,41
K,v5,47
K,v6,37
K,v7,29
J,v9,41
K,v9,49
K,v8,37
K,v10,40
K,v4,32
L,v3,62
L,v1,22
L,v5,36
L,v4,50
L,v8,19
L,v9,46
L,v6,14
L,v7,26
L,v10,20
M,v1,22
M,v2,30
M,v4,48
L,v2,23
M,v5,35
M,v3,35
M,v7,80
M,v9,47
M,v6,46
M,v10,50
N,v1,22
N,v2,32
N,v3,30
M,v8,34
N,v4,73
N,v5,25
N,v6,
