group,variable,value
A,v1,30
A,v3,50
A,v5,56
A,v2,19
A,v7,46
A,v8,82
A,v9,26
A,v6,46
A,v10,31
A,v4,44
B,v1,26
B,v5,15
B,v3,65
B,v6,142
B,v2,31
B,v8,36
B,v9,26
B,v10,26
C,v1,32
B,v4,54
C,v2,24
C,v3,26
B,v7,35
C,v6,45
C,v7,24
C,v8,33
C,v9,51
C,v10,25
D,v1,22
D,v2,51
D,v3,38
C,v5,30
C,v4,21
D,v7,66
D,v6,122
D,v9,35
D,v4,23
D,v5,30
D,v10,21
D,v8,22
E,v3,38
E,v2,43
E,v4,21
E,v7,74
E,v6,33
E,v8,28
E,v5,29
E,v10,30
E,v9,28
F,v3,20
F,v2,50
F,v4,30
E,v1,17
F,v1,26
F,v7,34
F,v8,33
F,v5,36
F,v10,36
G,v1,52
F,v9,34
F,v6,31
G,v4,68
G,v5,39
G,v3,24
G,v7,23
G,v2,25
G,v10,77
H,v1,24
G,v9,29
H,v2,47
G,v8,29
H,v3,31
H,v5,46
H,v6,32
H,v7,22
H,v8,29
G,v6,72
H,v4,49
H,v10,40
I,v2,32
H,v9,32
I,v4,52
I,v5,24
I,v3,38
I,v8,35
I,v1,48
I,v6,19
I,v9,40
I,v7,20
J,v2,35
J,v1,26
I,v10,21
J,v3,34
J,v6,34
J,v7,22
J,v4,25
J,v8,15
J,v10,39
J,v9,34
K,v2,54
J,v5,35
K,v3,26
K,v4,28
K,v6,37
K,v5,33
K,v8,22
K,v1,39
K,v9,54
K,v7,64
K,v10,
