group,variable,value
A,v3,33
A,v5,27
A,v2,35
A,v4,27
A,v1,70
A,v6,25
A,v7,36
A,v9,28
A,v10,20
B,v2,26
B,v1,30
A,v8,27
B,v6,67
B,v5,27
B,v3,20
B,v8,16
B,v4,19
B,v10,35
B,v9,52
C,v2,51
C,v3,22
C,v4,38
C,v5,29
C,v1,40
C,v6,22
C,v7,28
C,v9,31
C,v10,23
C,v8,50
D,v1,30
D,v2,53
D,v3,40
D,v5,88
D,v6,34
B,v7,62
D,v4,36
D,v9,76
D,v10,29
D,v7,53
E,v1,23
E,v3,32
E,v4,36
D,v8,76
E,v2,25
E,v5,40
E,v8,35
E,v9,36
E,v10,23
E,v7,36
F,v2,38
F,v3,60
F,v5,24
F,v4,77
F,v6,142
F,v7,21
F,v8,76
F,v9,47
F,v10,30
G,v1,20
G,v2,25
E,v6,25
G,v3,26
G,v5,32
F,v1,55
G,v7,25
G,v9,26
G,v8,35
G,v10,26
G,v4,25
H,v2,25
G,v6,21
H,v4,29
H,v5,34
H,v1,23
H,v3,36
H,v8,48
H,v9,26
H,v10,22
H,v7,21
I,v1,37
I,v3,31
I,v4,35
I,v2,52
I,v6,31
I,v5,41
I,v8,42
I,v7,23
I,v9,42
I,v10,34
J,v1,37
J,v2,36
H,v6,23
J,v5,22
J,v3,23
J,v7,30
J,v4,25
J,v6,41
J,v10,27
J,v8,24
K,v1,30
J,v9,21
K,v4,35
K,v3,45
K,v6,22
K,v2,29
K,v8,43
K,v7,46
K,v10,36
K,v9,39
L,v1,23
K,v5,34
L,v4,26
L,v3,35
L,v5,22
L,v2,21
L,v8,34
L,v7,23
L,v9,27
L,v10,25
M,v1,45
L,v6,32
M,v2,23
M,v4,23
M,v3,33
M,v8,49
M,v5,29
M,v6,46
M,v10,31
M,v9,31
N,v1,36
M,v7,34
N,v3,
N,v2,29
