group,variable,value
A,v1,50
A,v3,25
A,v2,50
A,v4,24
A,v7,23
A,v9,30
A,v5,30
B,v1,40
A,v10,19
A,v6,26
B,v2,23
A,v8,32
B,v4,25
B,v5,28
B,v7,19
B,v8,22
B,v3,32
B,v10,30
B,v9,25
C,v1,60
C,v4,28
C,v3,31
C,v2,24
C,v6,26
C,v7,80
C,v8,40
C,v5,33
C,v10,34
C,v9,30
D,v2,19
D,v3,29
D,v1,19
B,v6,40
D,v6,54
D,v7,27
D,v8,37
D,v10,33
D,v4,22
E,v1,28
E,v2,36
D,v9,28
E,v4,27
D,v5,26
E,v5,30
E,v3,35
E,v8,36
E,v6,52
E,v10,36
F,v1,27
F,v3,23
E,v7,61
F,v2,39
F,v5,30
F,v4,40
F,v7,31
F,v6,34
E,v9,30
F,v10,26
G,v1,41
F,v9,25
F,v8,52
G,v3,40
G,v5,40
G,v2,39
G,v6,32
G,v4,30
G,v9,29
G,v10,18
G,v7,31
G,v8,46
H,v3,23
H,v4,35
H,v2,21
H,v5,31
H,v7,37
H,v8,32
H,v6,43
H,v10,22
H,v1,24
H,v9,36
I,v2,26
I,v4,27
I,v5,31
I,v3,25
I,v1,28
I,v9,20
I,v7,34
I,v6,23
I,v8,36
J,v1,80
I,v10,32
J,v4,27
J,v2,32
J,v6,42
J,v3,20
J,v7,26
J,v5,37
J,v8,48
J,v10,49
J,v9,31
K,v3,24
K,v1,34
K,v5,38
K,v2,31
K,v7,30
K,v6,31
K,v4,37
L,v1,28
K,v10,42
L,v2,26
L,v3,29
K,v8,39
K,v9,26
L,v6,36
L,v5,38
L,v7,48
L,v4,34
L,v8,39
L,v9,36
L,v10,24
M,v1,
