group,variable,value
A,v2,18
A,v3,31
A,v1,29
A,v5,31
A,v4,31
A,v8,30
A,v9,26
A,v6,27
A,v10,35
B,v1,27
B,v3,38
B,v5,34
B,v2,33
B,v4,41
B,v6,25
B,v8,37
A,v7,22
B,v10,34
C,v1,30
B,v9,31
C,v2,31
C,v4,30
C,v3,26
B,v7,29
C,v5,23
C,v8,23
C,v10,24
C,v7,29
C,v6,26
D,v2,68
D,v3,24
C,v9,57
D,v4,66
D,v1,23
D,v7,28
D,v6,24
D,v5,29
D,v10,53
E,v1,33
D,v8,24
E,v4,28
E,v3,32
E,v2,28
E,v6,34
E,v5,32
E,v8,40
E,v9,27
E,v10,25
E,v7,69
F,v2,35
D,v9,34
F,v3,41
F,v4,12
F,v7,44
F,v5,25
F,v1,36
F,v9,28
F,v10,32
F,v8,28
G,v1,34
G,v3,32
G,v4,40
G,v5,37
G,v7,27
G,v6,24
G,v8,34
G,v9,68
G,v10,26
H,v1,31
G,v2,42
F,v6,31
H,v5,21
H,v3,36
H,v4,21
H,v7,25
H,v6,44
H,v10,22
H,v9,25
I,v1,46
I,v2,31
H,v2,38
I,v3,34
I,v5,30
H,v8,16
I,v7,30
I,v4,52
I,v6,28
I,v8,29
I,v9,28
J,v1,26
I,v10,25
J,v4,40
J,v2,27
J,v3,46
J,v6,24
J,v7,31
J,v8,38
J,v9,78
J,v10,32
K,v1,72
K,v3,28
K,v2,39
K,v4,30
K,v5,24
K,v7,51
J,v5,52
K,v6,36
K,v8,62
K,v10,44
L,v1,18
L,v2,48
L,v3,29
K,v9,22
L,v4,23
L,v6,36
L,v5,33
L,v8,32
L,v10,40
L,v9,38
M,v2,76
M,v1,42
M,v3,32
M,v5,38
M,v6,37
L,v7,36
M,v4,26
M,v7,32
M,v8,48
M,v9,
