group,variable,value
A,v2,30
A,v1,26
A,v3,42
A,v4,30
A,v5,22
A,v8,40
A,v10,25
A,v7,24
A,v6,60
B,v2,30
B,v4,18
B,v3,21
A,v9,20
B,v1,28
B,v6,49
B,v5,22
B,v10,25
B,v7,46
B,v8,30
C,v1,24
C,v2,35
C,v4,20
C,v5,27
C,v6,18
C,v3,41
B,v9,36
C,v7,38
C,v10,34
D,v1,43
C,v9,22
D,v3,31
D,v4,27
D,v5,20
D,v6,20
D,v2,22
D,v8,26
D,v9,54
D,v10,34
E,v1,68
C,v8,21
E,v3,29
D,v7,20
E,v5,34
E,v4,51
E,v7,31
E,v2,22
E,v8,25
E,v10,39
E,v9,22
F,v2,39
F,v3,28
E,v6,40
F,v4,28
F,v5,65
F,v6,76
F,v1,38
F,v10,16
F,v8,25
G,v1,34
G,v3,29
F,v9,22
G,v2,70
G,v5,24
G,v7,30
G,v4,48
G,v9,62
G,v8,43
G,v10,33
H,v1,23
H,v3,26
H,v2,22
H,v4,25
H,v5,16
H,v6,43
H,v7,42
F,v7,31
H,v10,30
H,v9,33
I,v1,71
I,v2,30
I,v3,66
I,v4,30
I,v5,41
G,v6,52
I,v6,49
H,v8,40
I,v9,37
I,v8,22
J,v1,44
J,v2,30
I,v7,32
I,v10,51
J,v5,20
J,v4,162
J,v6,21
J,v8,27
J,v7,39
J,v10,23
J,v3,34
K,v1,67
K,v2,29
K,v3,49
K,v4,70
K,v5,51
J,v9,21
K,v6,42
K,v9,36
K,v7,36
K,v10,17
K,v8,24
L,v2,24
L,v3,42
L,v4,35
L,v5,27
L,v1,43
L,v7,30
L,v6,30
L,v9,28
L,v8,34
L,v10,20
M,v1,
