group,variable,value
A,v3,0
A,v5,0
A,v6,0
A,v4,0
A,v2,1
A,v9,2
A,v10,1
A,v8,1
B,v1,1
B,v3,1
B,v4,1
B,v2,0
B,v5,0
B,v7,1
B,v8,1
A,v7,0
B,v10,0
C,v1,0
C,v2,1
B,v9,0
B,v6,1
C,v5,1
C,v6,0
C,v4,0
C,v3,5
C,v9,1
C,v10,0
C,v7,1
D,v2,0
D,v4,0
D,v3,0
D,v1,0
C,v8,3
D,v7,0
D,v6,0
D,v8,0
D,v10,0
E,v1,0
D,v5,3
E,v4,0
E,v2,0
D,v9,0
E,v6,0
E,v3,0
E,v7,0
E,v9,0
E,v10,0
F,v1,2
E,v8,0
F,v2,2
E,v5,2
F,v4,3
F,v3,3
F,v6,2
F,v8,1
F,v9,0
F,v10,1
F,v7,0
G,v3,0
G,v1,0
F,v5,0
G,v4,1
G,v6,0
G,v7,0
G,v8,0
G,v2,0
G,v10,2
G,v9,0
H,v1,0
H,v3,1
G,v5,1
H,v4,1
H,v7,2
H,v6,0
H,v8,0
H,v9,0
H,v10,0
H,v5,4
I,v1,0
I,v3,2
I,v4,2
H,v2,0
I,v5,1
I,v6,1
I,v7,3
I,v2,1
I,v10,0
I,v8,0
J,v1,0
J,v2,0
I,v9,0
J,v3,0
J,v6,2
J,v5,0
J,v7,0
J,v4,0
J,v8,3
J,v10,1
K,v1,1
K,v3,0
K,v4,3
K,v2,4
K,v5,1
K,v6,2
K,v8,1
K,v9,0
K,v7,4
K,v10,0
L,v2,1
J,v9,2
L,v4,1
L,v1,1
L,v6,0
L,v5,4
L,v3,0
L,v8,1
L,v9,3
L,v7,2
L,v10,2
M,v1,2
M,v3,0
M,v4,2
M,v2,1
M,v5,3
M,v8,1
M,v7,1
M,v9,6
M,v10,4
N,v1,0
M,v6,1
N,v4,0
N,v2,0
N,v5,1
N,v3,0
N,v6,0
N,v7,
