group,variable,value
A,v1,26
A,v3,31
A,v4,28
A,v6,35
A,v7,26
A,v5,30
A,v8,28
A,v10,23
B,v1,25
B,v2,32
B,v3,73
B,v5,21
A,v9,33
B,v4,36
A,v2,30
B,v7,39
B,v10,53
C,v1,46
B,v6,33
B,v8,27
C,v2,41
C,v3,32
C,v5,32
C,v4,30
C,v6,52
C,v7,34
B,v9,26
C,v10,27
C,v8,31
D,v2,28
D,v1,32
C,v9,26
D,v5,22
D,v6,37
D,v4,22
D,v8,29
D,v3,19
D,v10,50
E,v1,53
D,v7,48
E,v3,22
E,v4,19
D,v9,48
E,v5,32
E,v7,26
E,v8,38
E,v2,29
E,v10,20
F,v1,26
F,v2,23
F,v3,39
F,v4,18
E,v9,31
E,v6,36
F,v7,39
F,v5,31
F,v6,41
F,v10,22
G,v1,32
F,v9,22
G,v3,26
G,v4,25
F,v8,37
G,v5,37
G,v7,26
G,v8,27
G,v9,23
G,v10,32
G,v2,22
G,v6,52
H,v1,23
H,v2,25
H,v3,
